Lugar de residencia;Medida;Valor;
Alanís;Confirmados total;1;
Alanís;Defunciones total;;
Alanís;Confirmados < 14 días;0;
Cazalla de la Sierra;Población;4718;
Cazalla de la Sierra;Confirmados total;2;
Cazalla de la Sierra;Defunciones total;1;
Cazalla de la Sierra;Confirmados < 14 días;0;
Guadalcanal;Población;2627;
Guadalcanal;Confirmados total;;
Guadalcanal;Defunciones total;;
Guadalcanal;Confirmados < 14 días;;
Constantina;Población;10069;
Constantina;Confirmados total;12;
Constantina;Defunciones total;3;
Constantina;Confirmados < 14 días;3;
Constantina;Población;5896;
Constantina;Confirmados total;4;
Constantina;Defunciones total;;
Constantina;Confirmados < 14 días;1;
Navas de la Concepción (Las);Población;1559;
Navas de la Concepción (Las);Confirmados total;1;
Navas de la Concepción (Las);Defunciones total;;
Navas de la Concepción (Las);Confirmados < 14 días;0;
Pedroso (El);Población;2018;
Pedroso (El);Confirmados total;7;
Pedroso (El);Defunciones total;3;
Pedroso (El);Confirmados < 14 días;2;
San Nicolás del Puerto;Población;596;
San Nicolás del Puerto;Confirmados total;;
San Nicolás del Puerto;Defunciones total;;
San Nicolás del Puerto;Confirmados < 14 días;;
Guillena;Población;27106;
Guillena;Confirmados total;15;
Guillena;Defunciones total;1;
Guillena;Confirmados < 14 días;1;
Almadén de la Plata;Población;1355;
Almadén de la Plata;Confirmados total;;
Almadén de la Plata;Defunciones total;;
Almadén de la Plata;Confirmados < 14 días;;
Castillo de las Guardas (El);Población;1443;
Castillo de las Guardas (El);Confirmados total;1;
Castillo de las Guardas (El);Defunciones total;;
Castillo de las Guardas (El);Confirmados < 14 días;0;
Garrobo (El);Población;790;
Garrobo (El);Confirmados total;;
Garrobo (El);Defunciones total;;
Garrobo (El);Confirmados < 14 días;;
Gerena;Población;7585;
Gerena;Confirmados total;7;
Gerena;Defunciones total;;
Gerena;Confirmados < 14 días;0;
Guillena;Población;12788;
Guillena;Confirmados total;6;
Guillena;Defunciones total;1;
Guillena;Confirmados < 14 días;1;
Madroño (El);Población;278;
Madroño (El);Confirmados total;;
Madroño (El);Defunciones total;;
Madroño (El);Confirmados < 14 días;;
Real de la Jara (El);Población;1503;
Real de la Jara (El);Confirmados total;;
Real de la Jara (El);Defunciones total;;
Real de la Jara (El);Confirmados < 14 días;;
Ronquillo (El);Población;1364;
Ronquillo (El);Confirmados total;1;
Ronquillo (El);Defunciones total;;
Ronquillo (El);Confirmados < 14 días;0;
La Algaba;Población;16374;
La Algaba;Confirmados total;15;
La Algaba;Defunciones total;1;
La Algaba;Confirmados < 14 días;1;
Algaba (La);Población;16374;
Algaba (La);Confirmados total;15;
Algaba (La);Defunciones total;1;
Algaba (La);Confirmados < 14 días;1;
La Rinconada;Población;38628;
La Rinconada;Confirmados total;30;
La Rinconada;Defunciones total;;
La Rinconada;Confirmados < 14 días;0;
Rinconada (La);Población;38628;
Rinconada (La);Confirmados total;30;
Rinconada (La);Defunciones total;;
Rinconada (La);Confirmados < 14 días;0;
Lora del Río;Población;30302;
Lora del Río;Confirmados total;9;
Lora del Río;Defunciones total;2;
Lora del Río;Confirmados < 14 días;1;
Alcolea del Río;Población;3373;
Alcolea del Río;Confirmados total;4;
Alcolea del Río;Defunciones total;1;
Alcolea del Río;Confirmados < 14 días;0;
Campana (La);Población;5276;
Campana (La);Confirmados total;;
Campana (La);Defunciones total;;
Campana (La);Confirmados < 14 días;;
Lora del Río;Población;18662;
Lora del Río;Confirmados total;5;
Lora del Río;Defunciones total;1;
Lora del Río;Confirmados < 14 días;1;
Puebla de los Infantes (La);Población;2991;
Puebla de los Infantes (La);Confirmados total;;
Puebla de los Infantes (La);Defunciones total;;
Puebla de los Infantes (La);Confirmados < 14 días;;
Los Alcores;Población;42816;
Los Alcores;Confirmados total;52;
Los Alcores;Defunciones total;9;
Los Alcores;Confirmados < 14 días;3;
Mairena del Alcor;Población;23550;
Mairena del Alcor;Confirmados total;22;
Mairena del Alcor;Defunciones total;2;
Mairena del Alcor;Confirmados < 14 días;2;
Viso del Alcor (El);Población;19266;
Viso del Alcor (El);Confirmados total;30;
Viso del Alcor (El);Defunciones total;7;
Viso del Alcor (El);Confirmados < 14 días;1;
Santa Olalla del Cala;Población;4929;
Santa Olalla del Cala;Confirmados total;1;
Santa Olalla del Cala;Defunciones total;;
Santa Olalla del Cala;Confirmados < 14 días;0;
Arroyomolinos de León;Población;953;
Arroyomolinos de León;Confirmados total;;
Arroyomolinos de León;Defunciones total;;
Arroyomolinos de León;Confirmados < 14 días;;
Cala;Población;1167;
Cala;Confirmados total;1;
Cala;Defunciones total;;
Cala;Confirmados < 14 días;0;
Santa Olalla del Cala;Población;2001;
Santa Olalla del Cala;Confirmados total;;
Santa Olalla del Cala;Defunciones total;;
Santa Olalla del Cala;Confirmados < 14 días;;
Zufre;Población;808;
Zufre;Confirmados total;;
Zufre;Defunciones total;;
Zufre;Confirmados < 14 días;;
Sevilla (distrito);Población;688592;
Sevilla (distrito);Confirmados total;1260;
Sevilla (distrito);Defunciones total;110;
Sevilla (distrito);Confirmados < 14 días;116;
Sevilla (zbs);Población;688592;
Sevilla (zbs);Confirmados total;1260;
Sevilla (zbs);Defunciones total;110;
Sevilla (zbs);Confirmados < 14 días;116;
Sevilla (capital);Población;688592;
Sevilla (capital);Confirmados total;1260;
Sevilla (capital);Defunciones total;110;
Sevilla (capital);Confirmados < 14 días;116;

          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
