Lugar de residencia;Medida;Valor;
Comares;Población;1315;
Comares;Confirmados;;
Comares;Defunciones;;
Cútar;Población;607;
Cútar;Confirmados;;
Cútar;Defunciones;;
Iznate;Población;868;
Iznate;Confirmados;;
Iznate;Defunciones;;
Alfarnate;Población;1069;
Alfarnate;Confirmados;1;
Alfarnate;Defunciones;;
Alfarnatejo;Población;377;
Alfarnatejo;Confirmados;;
Alfarnatejo;Defunciones;;
Casabermeja;Población;3522;
Casabermeja;Confirmados;5;
Casabermeja;Defunciones;;
Colmenar;Población;3376;
Colmenar;Confirmados;3;
Colmenar;Defunciones;1;
Riogordo;Población;2724;
Riogordo;Confirmados;2;
Riogordo;Defunciones;;
Frigiliana;Población;3009;
Frigiliana;Confirmados;4;
Frigiliana;Defunciones;;
Nerja;Población;21091;
Nerja;Confirmados;7;
Nerja;Defunciones;1;
Torrox;Población;17234;
Torrox;Confirmados;5;
Torrox;Defunciones;;
Arenas;Población;1156;
Arenas;Confirmados;2;
Arenas;Defunciones;;
Vélez-Málaga;Población;81643;
Vélez-Málaga;Confirmados;108;
Vélez-Málaga;Defunciones;9;
Alcaucín;Población;2230;
Alcaucín;Confirmados;1;
Alcaucín;Defunciones;;
Canillas de Aceituno;Población;1677;
Canillas de Aceituno;Confirmados;;
Canillas de Aceituno;Defunciones;;
Periana;Población;3048;
Periana;Confirmados;2;
Periana;Defunciones;;
Salares;Población;169;
Salares;Confirmados;;
Salares;Defunciones;;
Sedella;Población;606;
Sedella;Confirmados;;
Sedella;Defunciones;;
Viñuela;Población;2034;
Viñuela;Confirmados;;
Viñuela;Defunciones;;
Valle del Guadalhorce;Población;153276;
Valle del Guadalhorce;Confirmados;244;
Valle del Guadalhorce;Defunciones;24;
Alhaurín de la Torre;Población;40345;
Alhaurín de la Torre;Confirmados;93;
Alhaurín de la Torre;Defunciones;6;
Alhaurín el Grande;Población;24705;
Alhaurín el Grande;Confirmados;37;
Alhaurín el Grande;Defunciones;4;
Álora;Población;12985;
Álora;Confirmados;31;
Álora;Defunciones;3;
Ardales;Población;2500;
Ardales;Confirmados;3;
Ardales;Defunciones;;
Carratraca;Población;731;
Carratraca;Confirmados;;
Carratraca;Defunciones;;
Alozaina;Población;2051;
Alozaina;Confirmados;1;
Alozaina;Defunciones;;
Casarabonela;Población;2502;
Casarabonela;Confirmados;1;
Casarabonela;Defunciones;;
Tolox;Población;2107;
Tolox;Confirmados;;
Tolox;Defunciones;;
Yunquera;Población;2864;
Yunquera;Confirmados;7;
Yunquera;Defunciones;2;
Cártama;Población;26259;
Cártama;Confirmados;36;
Cártama;Defunciones;3;
Pizarra;Población;9226;
Pizarra;Confirmados;6;
Pizarra;Defunciones;1;
Coín;Población;22147;
Coín;Confirmados;23;
Coín;Defunciones;2;
Guaro;Población;2260;
Guaro;Confirmados;6;
Guaro;Defunciones;3;
Monda;Población;2594;
Monda;Confirmados;;
Monda;Defunciones;;
Costa del Sol;Población;546811;
Costa del Sol;Confirmados;597;
Costa del Sol;Defunciones;38;
Casares;Población;6515;
Casares;Confirmados;1;
Casares;Defunciones;;
Estepona;Población;68286;
Estepona;Confirmados;45;
Estepona;Defunciones;4;
Manilva;Población;15528;
Manilva;Confirmados;3;
Manilva;Defunciones;;
Fuengirola;Población;80309;
Fuengirola;Confirmados;58;
Fuengirola;Defunciones;2;
Mijas;Población;82742;
Mijas;Confirmados;59;
Mijas;Defunciones;3;
Benahavís;Población;8085;
Benahavís;Confirmados;7;
Benahavís;Defunciones;;
Istán;Población;1469;
Istán;Confirmados;;
Istán;Defunciones;;
Marbella;Población;143386;
Marbella;Confirmados;223;
Marbella;Defunciones;13;
Ojén;Población;3702;
Ojén;Confirmados;;
Ojén;Defunciones;;
Benalmádena;Población;68128;
Benalmádena;Confirmados;101;
Benalmádena;Defunciones;10;
Torremolinos;Población;68661;
Torremolinos;Confirmados;100;
Torremolinos;Defunciones;6;
Málaga (distrito);Población;628045;
Málaga (distrito);Confirmados;1791;
Málaga (distrito);Defunciones;141;
Almogía;Población;3715;
Almogía;Confirmados;5;
Almogía;Defunciones;2;
Málaga (capital);Población;574654;
Málaga (capital);Confirmados;1671;
Málaga (capital);Defunciones;133;
Totalán;Población;746;
Totalán;Confirmados;;
Totalán;Defunciones;;
Macharaviaya;Población;480;
Macharaviaya;Confirmados;;
Macharaviaya;Defunciones;;
Moclinejo;Población;1271;
Moclinejo;Confirmados;1;
Moclinejo;Defunciones;;
Rincón de la Victoria;Población;47179;
Rincón de la Victoria;Confirmados;114;
Rincón de la Victoria;Defunciones;6;
Serranía;Población;55247;
Serranía;Confirmados;116;
Serranía;Defunciones;12;
Algatocín;Población;793;
Algatocín;Confirmados;1;
Algatocín;Defunciones;;
Atajate;Población;168;
Atajate;Confirmados;;
Atajate;Defunciones;;
Benadalid;Población;215;
Benadalid;Confirmados;;
Benadalid;Defunciones;;
Benalauría;Población;438;
Benalauría;Confirmados;;
Benalauría;Defunciones;;
Benarrabá;Población;455;
Benarrabá;Confirmados;;
Benarrabá;Defunciones;;
Gaucín;Población;1576;
Gaucín;Confirmados;;
Gaucín;Defunciones;;
Genalguacil;Población;410;
Genalguacil;Confirmados;1;
Genalguacil;Defunciones;;
Jubrique;Población;528;
Jubrique;Confirmados;;
Jubrique;Defunciones;;
Benaoján;Población;1476;
Benaoján;Confirmados;;
Benaoján;Defunciones;;
Cortes de la Frontera;Población;3101;
Cortes de la Frontera;Confirmados;1;
Cortes de la Frontera;Defunciones;;
Jimera de Líbar;Población;372;
Jimera de Líbar;Confirmados;;
Jimera de Líbar;Defunciones;;
Montejaque;Población;964;
Montejaque;Confirmados;;
Montejaque;Defunciones;;
Alpandeire;Población;260;
Alpandeire;Confirmados;;
Alpandeire;Defunciones;;
Arriate;Población;4102;
Arriate;Confirmados;10;
Arriate;Defunciones;;
Burgo (El);Población;1800;
Burgo (El);Confirmados;1;
Burgo (El);Defunciones;;
Cartajima;Población;253;
Cartajima;Confirmados;;
Cartajima;Defunciones;;
Cuevas del Becerro;Población;1589;
Cuevas del Becerro;Confirmados;4;
Cuevas del Becerro;Defunciones;;
Faraján;Población;253;
Faraján;Confirmados;;
Faraján;Defunciones;;
Igualeja;Población;763;
Igualeja;Confirmados;1;
Igualeja;Defunciones;1;
Júzcar;Población;232;
Júzcar;Confirmados;;
Júzcar;Defunciones;;
Montecorto;Población;593;
Montecorto;Confirmados;;
Montecorto;Defunciones;;
Parauta;Población;251;
Parauta;Confirmados;;
Parauta;Defunciones;;
Pujerra;Población;301;
Pujerra;Confirmados;;
Pujerra;Defunciones;;
Ronda;Población;33877;
Ronda;Confirmados;97;
Ronda;Defunciones;11;
Serrato;Población;477;
Serrato;Confirmados;;
Serrato;Defunciones;;

          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
          
               
                    
               
               
               
               
          
     
