Fecha diagnóstico;Edad;Medida;Valor;
24/01/2022;De 40 a 49 años; ;1459;
24/01/2022;De 50 a 59 años; ;894;
24/01/2022;De 60 a 69 años; ;488;
24/01/2022;De 65 años; ;63;
24/01/2022;De 66 años; ;33;
24/01/2022;De 67 años; ;45;
24/01/2022;De 68 años; ;36;
24/01/2022;De 69 años; ;35;
24/01/2022;De 70 a 79 años; ;425;
24/01/2022;De 80 y más años; ;465;
23/01/2022;TOTAL; ;2925;
23/01/2022;De 0 a 4 años; ;225;
23/01/2022;De 5 a 11 años; ;341;
23/01/2022;De 12 a 19 años; ;221;
23/01/2022;De 20 a 29 años; ;235;
23/01/2022;De 30 a 39 años; ;482;
23/01/2022;De 40 a 49 años; ;554;
23/01/2022;De 50 a 59 años; ;345;
23/01/2022;De 60 a 69 años; ;177;
23/01/2022;De 65 años; ;19;
23/01/2022;De 66 años; ;11;
23/01/2022;De 67 años; ;19;
23/01/2022;De 68 años; ;13;
23/01/2022;De 69 años; ;13;
23/01/2022;De 70 a 79 años; ;134;
23/01/2022;De 80 y más años; ;211;
22/01/2022;TOTAL; ;4298;
22/01/2022;De 0 a 4 años; ;340;
22/01/2022;De 5 a 11 años; ;522;
22/01/2022;De 12 a 19 años; ;314;
22/01/2022;De 20 a 29 años; ;372;
22/01/2022;De 30 a 39 años; ;659;
22/01/2022;De 40 a 49 años; ;769;
22/01/2022;De 50 a 59 años; ;500;
22/01/2022;De 60 a 69 años; ;296;
22/01/2022;De 65 años; ;27;
22/01/2022;De 66 años; ;19;
22/01/2022;De 67 años; ;19;
22/01/2022;De 68 años; ;18;
22/01/2022;De 69 años; ;35;
22/01/2022;De 70 a 79 años; ;239;
22/01/2022;De 80 y más años; ;287;
21/01/2022;TOTAL; ;8853;
21/01/2022;De 0 a 4 años; ;680;
21/01/2022;De 5 a 11 años; ;1050;
21/01/2022;De 12 a 19 años; ;718;
21/01/2022;De 20 a 29 años; ;780;
21/01/2022;De 30 a 39 años; ;1325;
21/01/2022;De 40 a 49 años; ;1696;
21/01/2022;De 50 a 59 años; ;1027;
21/01/2022;De 60 a 69 años; ;604;
21/01/2022;De 65 años; ;56;
21/01/2022;De 66 años; ;49;
21/01/2022;De 67 años; ;54;
21/01/2022;De 68 años; ;46;
21/01/2022;De 69 años; ;49;
21/01/2022;De 70 a 79 años; ;436;
21/01/2022;De 80 y más años; ;537;
20/01/2022;TOTAL; ;8719;
20/01/2022;De 0 a 4 años; ;535;
20/01/2022;De 5 a 11 años; ;979;
20/01/2022;De 12 a 19 años; ;698;
20/01/2022;De 20 a 29 años; ;822;
20/01/2022;De 30 a 39 años; ;1418;
20/01/2022;De 40 a 49 años; ;1687;
20/01/2022;De 50 a 59 años; ;1113;
20/01/2022;De 60 a 69 años; ;587;
20/01/2022;De 65 años; ;63;
20/01/2022;De 66 años; ;46;
20/01/2022;De 67 años; ;53;
20/01/2022;De 68 años; ;42;
20/01/2022;De 69 años; ;53;
20/01/2022;De 70 a 79 años; ;402;
20/01/2022;De 80 y más años; ;478;
19/01/2022;TOTAL; ;10477;
19/01/2022;De 0 a 4 años; ;622;
19/01/2022;De 5 a 11 años; ;1132;
19/01/2022;De 12 a 19 años; ;874;
19/01/2022;De 20 a 29 años; ;993;
19/01/2022;De 30 a 39 años; ;1644;
19/01/2022;De 40 a 49 años; ;2074;
19/01/2022;De 50 a 59 años; ;1290;
19/01/2022;De 60 a 69 años; ;741;
19/01/2022;De 65 años; ;58;
19/01/2022;De 66 años; ;57;
19/01/2022;De 67 años; ;55;
19/01/2022;De 68 años; ;63;
19/01/2022;De 69 años; ;73;
19/01/2022;De 70 a 79 años; ;546;
19/01/2022;De 80 y más años; ;561;
18/01/2022;TOTAL; ;11217;
18/01/2022;De 0 a 4 años; ;725;
18/01/2022;De 5 a 11 años; ;1197;
18/01/2022;De 12 a 19 años; ;922;
18/01/2022;De 20 a 29 años; ;1019;
18/01/2022;De 30 a 39 años; ;1680;
18/01/2022;De 40 a 49 años; ;2137;
18/01/2022;De 50 a 59 años; ;1475;
18/01/2022;De 60 a 69 años; ;765;
18/01/2022;De 65 años; ;71;
18/01/2022;De 66 años; ;50;
18/01/2022;De 67 años; ;64;
18/01/2022;De 68 años; ;57;
18/01/2022;De 69 años; ;54;
18/01/2022;De 70 a 79 años; ;613;
18/01/2022;De 80 y más años; ;684;
17/01/2022;TOTAL; ;9982;
17/01/2022;De 0 a 4 años; ;608;
17/01/2022;De 5 a 11 años; ;1005;
17/01/2022;De 12 a 19 años; ;754;
17/01/2022;De 20 a 29 años; ;901;
17/01/2022;De 30 a 39 años; ;1576;
17/01/2022;De 40 a 49 años; ;1852;
17/01/2022;De 50 a 59 años; ;1426;
17/01/2022;De 60 a 69 años; ;654;
17/01/2022;De 65 años; ;73;
17/01/2022;De 66 años; ;48;
17/01/2022;De 67 años; ;39;
17/01/2022;De 68 años; ;43;
17/01/2022;De 69 años; ;57;
17/01/2022;De 70 a 79 años; ;537;
17/01/2022;De 80 y más años; ;669;
16/01/2022;TOTAL; ;4315;
16/01/2022;De 0 a 4 años; ;283;
16/01/2022;De 5 a 11 años; ;484;
16/01/2022;De 12 a 19 años; ;408;
16/01/2022;De 20 a 29 años; ;445;
16/01/2022;De 30 a 39 años; ;639;
16/01/2022;De 40 a 49 años; ;787;
16/01/2022;De 50 a 59 años; ;630;
16/01/2022;De 60 a 69 años; ;264;
16/01/2022;De 65 años; ;23;
16/01/2022;De 66 años; ;24;
16/01/2022;De 67 años; ;23;
16/01/2022;De 68 años; ;17;
16/01/2022;De 69 años; ;22;
16/01/2022;De 70 a 79 años; ;194;
16/01/2022;De 80 y más años; ;181;
15/01/2022;TOTAL; ;6505;
15/01/2022;De 0 a 4 años; ;398;
15/01/2022;De 5 a 11 años; ;755;
15/01/2022;De 12 a 19 años; ;595;
15/01/2022;De 20 a 29 años; ;648;
15/01/2022;De 30 a 39 años; ;962;
15/01/2022;De 40 a 49 años; ;1191;
15/01/2022;De 50 a 59 años; ;897;
15/01/2022;De 60 a 69 años; ;402;
15/01/2022;De 65 años; ;37;
15/01/2022;De 66 años; ;35;
15/01/2022;De 67 años; ;32;
15/01/2022;De 68 años; ;25;
15/01/2022;De 69 años; ;31;
15/01/2022;De 70 a 79 años; ;331;
15/01/2022;De 80 y más años; ;326;
14/01/2022;TOTAL; ;7474;
14/01/2022;De 0 a 4 años; ;420;
14/01/2022;De 5 a 11 años; ;747;
14/01/2022;De 12 a 19 años; ;605;
14/01/2022;De 20 a 29 años; ;827;
14/01/2022;De 30 a 39 años; ;1107;
14/01/2022;De 40 a 49 años; ;1396;
14/01/2022;De 50 a 59 años; ;1044;
14/01/2022;De 60 a 69 años; ;511;
14/01/2022;De 65 años; ;51;
14/01/2022;De 66 años; ;42;
14/01/2022;De 67 años; ;41;
14/01/2022;De 68 años; ;34;
14/01/2022;De 69 años; ;48;
14/01/2022;De 70 a 79 años; ;408;
14/01/2022;De 80 y más años; ;409;
13/01/2022;TOTAL; ;13747;
13/01/2022;De 0 a 4 años; ;640;
13/01/2022;De 5 a 11 años; ;1347;
13/01/2022;De 12 a 19 años; ;1305;
13/01/2022;De 20 a 29 años; ;1580;
13/01/2022;De 30 a 39 años; ;2164;
13/01/2022;De 40 a 49 años; ;2625;
13/01/2022;De 50 a 59 años; ;2001;
13/01/2022;De 60 a 69 años; ;838;
13/01/2022;De 65 años; ;79;
13/01/2022;De 66 años; ;59;
13/01/2022;De 67 años; ;60;
13/01/2022;De 68 años; ;63;
13/01/2022;De 69 años; ;73;
13/01/2022;De 70 a 79 años; ;624;
13/01/2022;De 80 y más años; ;623;
12/01/2022;TOTAL; ;13977;
12/01/2022;De 0 a 4 años; ;582;
12/01/2022;De 5 a 11 años; ;1313;
12/01/2022;De 12 a 19 años; ;1405;
12/01/2022;De 20 a 29 años; ;1681;
12/01/2022;De 30 a 39 años; ;2253;
12/01/2022;De 40 a 49 años; ;2757;
12/01/2022;De 50 a 59 años; ;2009;
12/01/2022;De 60 a 69 años; ;838;
12/01/2022;De 65 años; ;72;
12/01/2022;De 66 años; ;59;
12/01/2022;De 67 años; ;70;
12/01/2022;De 68 años; ;58;
12/01/2022;De 69 años; ;74;
12/01/2022;De 70 a 79 años; ;586;
12/01/2022;De 80 y más años; ;553;
11/01/2022;TOTAL; ;14480;
11/01/2022;De 0 a 4 años; ;544;
11/01/2022;De 5 a 11 años; ;1253;
11/01/2022;De 12 a 19 años; ;1359;
11/01/2022;De 20 a 29 años; ;1786;
11/01/2022;De 30 a 39 años; ;2376;
11/01/2022;De 40 a 49 años; ;2860;
11/01/2022;De 50 a 59 años; ;2159;
11/01/2022;De 60 a 69 años; ;884;
11/01/2022;De 65 años; ;69;
11/01/2022;De 66 años; ;72;
11/01/2022;De 67 años; ;73;
11/01/2022;De 68 años; ;58;
11/01/2022;De 69 años; ;58;
11/01/2022;De 70 a 79 años; ;685;
11/01/2022;De 80 y más años; ;574;
10/01/2022;TOTAL; ;12515;
10/01/2022;De 0 a 4 años; ;448;
10/01/2022;De 5 a 11 años; ;967;
10/01/2022;De 12 a 19 años; ;1069;
10/01/2022;De 20 a 29 años; ;1634;
10/01/2022;De 30 a 39 años; ;2058;
10/01/2022;De 40 a 49 años; ;2585;
10/01/2022;De 50 a 59 años; ;2027;
10/01/2022;De 60 a 69 años; ;790;
10/01/2022;De 65 años; ;80;
10/01/2022;De 66 años; ;69;
10/01/2022;De 67 años; ;61;
10/01/2022;De 68 años; ;52;
10/01/2022;De 69 años; ;50;
10/01/2022;De 70 a 79 años; ;521;
10/01/2022;De 80 y más años; ;416;
09/01/2022;TOTAL; ;6616;
09/01/2022;De 0 a 4 años; ;237;
09/01/2022;De 5 a 11 años; ;477;
09/01/2022;De 12 a 19 años; ;558;
09/01/2022;De 20 a 29 años; ;948;
09/01/2022;De 30 a 39 años; ;1185;
09/01/2022;De 40 a 49 años; ;1353;
09/01/2022;De 50 a 59 años; ;1031;
09/01/2022;De 60 a 69 años; ;344;
09/01/2022;De 65 años; ;30;
09/01/2022;De 66 años; ;33;
09/01/2022;De 67 años; ;28;
09/01/2022;De 68 años; ;15;
09/01/2022;De 69 años; ;22;
09/01/2022;De 70 a 79 años; ;229;
09/01/2022;De 80 y más años; ;254;
08/01/2022;TOTAL; ;7177;
08/01/2022;De 0 a 4 años; ;250;
08/01/2022;De 5 a 11 años; ;545;
08/01/2022;De 12 a 19 años; ;502;
08/01/2022;De 20 a 29 años; ;985;
08/01/2022;De 30 a 39 años; ;1237;
08/01/2022;De 40 a 49 años; ;1481;
08/01/2022;De 50 a 59 años; ;1072;
08/01/2022;De 60 a 69 años; ;458;
08/01/2022;De 65 años; ;39;
08/01/2022;De 66 años; ;44;
08/01/2022;De 67 años; ;35;
08/01/2022;De 68 años; ;34;
08/01/2022;De 69 años; ;28;
08/01/2022;De 70 a 79 años; ;360;
08/01/2022;De 80 y más años; ;287;
07/01/2022;TOTAL; ;11191;
07/01/2022;De 0 a 4 años; ;353;
07/01/2022;De 5 a 11 años; ;727;
07/01/2022;De 12 a 19 años; ;820;
07/01/2022;De 20 a 29 años; ;1608;
07/01/2022;De 30 a 39 años; ;1947;
07/01/2022;De 40 a 49 años; ;2286;
07/01/2022;De 50 a 59 años; ;1825;
07/01/2022;De 60 a 69 años; ;752;
07/01/2022;De 65 años; ;59;
07/01/2022;De 66 años; ;69;
07/01/2022;De 67 años; ;55;
07/01/2022;De 68 años; ;45;
07/01/2022;De 69 años; ;53;
07/01/2022;De 70 a 79 años; ;505;
07/01/2022;De 80 y más años; ;368;
06/01/2022;TOTAL; ;6621;
06/01/2022;De 0 a 4 años; ;232;
06/01/2022;De 5 a 11 años; ;507;
06/01/2022;De 12 a 19 años; ;547;
06/01/2022;De 20 a 29 años; ;940;
06/01/2022;De 30 a 39 años; ;1131;
06/01/2022;De 40 a 49 años; ;1256;
06/01/2022;De 50 a 59 años; ;1053;
06/01/2022;De 60 a 69 años; ;416;
06/01/2022;De 65 años; ;36;
06/01/2022;De 66 años; ;33;
06/01/2022;De 67 años; ;28;
06/01/2022;De 68 años; ;28;
06/01/2022;De 69 años; ;35;
06/01/2022;De 70 a 79 años; ;299;
06/01/2022;De 80 y más años; ;240;
05/01/2022;TOTAL; ;14145;
05/01/2022;De 0 a 4 años; ;441;
05/01/2022;De 5 a 11 años; ;941;
05/01/2022;De 12 a 19 años; ;1206;
05/01/2022;De 20 a 29 años; ;2210;
05/01/2022;De 30 a 39 años; ;2292;
05/01/2022;De 40 a 49 años; ;2748;
05/01/2022;De 50 a 59 años; ;2293;
05/01/2022;De 60 a 69 años; ;985;
05/01/2022;De 65 años; ;77;
05/01/2022;De 66 años; ;94;
05/01/2022;De 67 años; ;82;
05/01/2022;De 68 años; ;69;
05/01/2022;De 69 años; ;70;
05/01/2022;De 70 a 79 años; ;591;
05/01/2022;De 80 y más años; ;438;
04/01/2022;TOTAL; ;15117;
04/01/2022;De 0 a 4 años; ;425;
04/01/2022;De 5 a 11 años; ;1038;
04/01/2022;De 12 a 19 años; ;1220;
04/01/2022;De 20 a 29 años; ;2405;
04/01/2022;De 30 a 39 años; ;2624;
04/01/2022;De 40 a 49 años; ;2933;
04/01/2022;De 50 a 59 años; ;2446;
04/01/2022;De 60 a 69 años; ;1012;
04/01/2022;De 65 años; ;94;
04/01/2022;De 66 años; ;92;
04/01/2022;De 67 años; ;74;
04/01/2022;De 68 años; ;80;
04/01/2022;De 69 años; ;56;
04/01/2022;De 70 a 79 años; ;598;
04/01/2022;De 80 y más años; ;416;
03/01/2022;TOTAL; ;11856;
03/01/2022;De 0 a 4 años; ;315;
03/01/2022;De 5 a 11 años; ;776;
03/01/2022;De 12 a 19 años; ;977;
03/01/2022;De 20 a 29 años; ;1762;
03/01/2022;De 30 a 39 años; ;2123;
03/01/2022;De 40 a 49 años; ;2342;
03/01/2022;De 50 a 59 años; ;1982;
03/01/2022;De 60 a 69 años; ;862;
03/01/2022;De 65 años; ;78;
03/01/2022;De 66 años; ;60;
03/01/2022;De 67 años; ;69;
03/01/2022;De 68 años; ;52;
03/01/2022;De 69 años; ;67;
03/01/2022;De 70 a 79 años; ;441;
03/01/2022;De 80 y más años; ;276;
02/01/2022;TOTAL; ;5985;
02/01/2022;De 0 a 4 años; ;161;
02/01/2022;De 5 a 11 años; ;443;
02/01/2022;De 12 a 19 años; ;468;
02/01/2022;De 20 a 29 años; ;888;
02/01/2022;De 30 a 39 años; ;1080;
02/01/2022;De 40 a 49 años; ;1246;
02/01/2022;De 50 a 59 años; ;967;
02/01/2022;De 60 a 69 años; ;401;
02/01/2022;De 65 años; ;39;
02/01/2022;De 66 años; ;31;
02/01/2022;De 67 años; ;29;
02/01/2022;De 68 años; ;19;
02/01/2022;De 69 años; ;19;
02/01/2022;De 70 a 79 años; ;179;
02/01/2022;De 80 y más años; ;152;
01/01/2022;TOTAL; ;6728;
01/01/2022;De 0 a 4 años; ;223;
01/01/2022;De 5 a 11 años; ;530;
01/01/2022;De 12 a 19 años; ;581;
01/01/2022;De 20 a 29 años; ;1007;
01/01/2022;De 30 a 39 años; ;1125;
01/01/2022;De 40 a 49 años; ;1307;
01/01/2022;De 50 a 59 años; ;1149;
01/01/2022;De 60 a 69 años; ;451;
01/01/2022;De 65 años; ;36;
01/01/2022;De 66 años; ;42;
01/01/2022;De 67 años; ;17;
01/01/2022;De 68 años; ;40;
01/01/2022;De 69 años; ;22;
01/01/2022;De 70 a 79 años; ;193;
01/01/2022;De 80 y más años; ;162;
31/12/2021;TOTAL; ;13470;
31/12/2021;De 0 a 4 años; ;415;
31/12/2021;De 5 a 11 años; ;996;
31/12/2021;De 12 a 19 años; ;1174;
31/12/2021;De 20 a 29 años; ;2188;
31/12/2021;De 30 a 39 años; ;2366;
31/12/2021;De 40 a 49 años; ;2661;
31/12/2021;De 50 a 59 años; ;2057;
31/12/2021;De 60 a 69 años; ;919;
31/12/2021;De 65 años; ;87;
31/12/2021;De 66 años; ;93;
31/12/2021;De 67 años; ;73;
31/12/2021;De 68 años; ;62;
31/12/2021;De 69 años; ;58;
31/12/2021;De 70 a 79 años; ;401;
31/12/2021;De 80 y más años; ;293;
30/12/2021;TOTAL; ;17193;
30/12/2021;De 0 a 4 años; ;465;
30/12/2021;De 5 a 11 años; ;1240;
30/12/2021;De 12 a 19 años; ;1480;
30/12/2021;De 20 a 29 años; ;3014;
30/12/2021;De 30 a 39 años; ;2992;
30/12/2021;De 40 a 49 años; ;3426;
30/12/2021;De 50 a 59 años; ;2689;
30/12/2021;De 60 a 69 años; ;1118;
30/12/2021;De 65 años; ;85;
30/12/2021;De 66 años; ;82;
30/12/2021;De 67 años; ;69;
30/12/2021;De 68 años; ;87;
30/12/2021;De 69 años; ;90;
30/12/2021;De 70 a 79 años; ;504;
30/12/2021;De 80 y más años; ;265;
29/12/2021;TOTAL; ;17516;
29/12/2021;De 0 a 4 años; ;453;
29/12/2021;De 5 a 11 años; ;1206;
29/12/2021;De 12 a 19 años; ;1499;
29/12/2021;De 20 a 29 años; ;3123;
29/12/2021;De 30 a 39 años; ;3125;
29/12/2021;De 40 a 49 años; ;3467;
29/12/2021;De 50 a 59 años; ;2765;
29/12/2021;De 60 a 69 años; ;1119;
29/12/2021;De 65 años; ;83;
29/12/2021;De 66 años; ;101;
29/12/2021;De 67 años; ;91;
29/12/2021;De 68 años; ;54;
29/12/2021;De 69 años; ;77;
29/12/2021;De 70 a 79 años; ;467;
29/12/2021;De 80 y más años; ;291;
28/12/2021;TOTAL; ;16019;
28/12/2021;De 0 a 4 años; ;352;
28/12/2021;De 5 a 11 años; ;1093;
28/12/2021;De 12 a 19 años; ;1340;
28/12/2021;De 20 a 29 años; ;2928;
28/12/2021;De 30 a 39 años; ;2949;
28/12/2021;De 40 a 49 años; ;3248;
28/12/2021;De 50 a 59 años; ;2502;
28/12/2021;De 60 a 69 años; ;981;
28/12/2021;De 65 años; ;86;
28/12/2021;De 66 años; ;90;
28/12/2021;De 67 años; ;73;
28/12/2021;De 68 años; ;64;
28/12/2021;De 69 años; ;52;
28/12/2021;De 70 a 79 años; ;398;
28/12/2021;De 80 y más años; ;227;
27/12/2021;TOTAL; ;11952;
27/12/2021;De 0 a 4 años; ;282;
27/12/2021;De 5 a 11 años; ;860;
27/12/2021;De 12 a 19 años; ;868;
27/12/2021;De 20 a 29 años; ;2077;
27/12/2021;De 30 a 39 años; ;2232;
27/12/2021;De 40 a 49 años; ;2531;
27/12/2021;De 50 a 59 años; ;1950;
27/12/2021;De 60 a 69 años; ;696;
27/12/2021;De 65 años; ;66;
27/12/2021;De 66 años; ;56;
27/12/2021;De 67 años; ;36;
27/12/2021;De 68 años; ;42;
27/12/2021;De 69 años; ;39;
27/12/2021;De 70 a 79 años; ;284;
27/12/2021;De 80 y más años; ;172;
26/12/2021;TOTAL; ;5495;
26/12/2021;De 0 a 4 años; ;172;
26/12/2021;De 5 a 11 años; ;429;
26/12/2021;De 12 a 19 años; ;445;
26/12/2021;De 20 a 29 años; ;900;
26/12/2021;De 30 a 39 años; ;1027;
26/12/2021;De 40 a 49 años; ;1151;
26/12/2021;De 50 a 59 años; ;856;
26/12/2021;De 60 a 69 años; ;316;
26/12/2021;De 65 años; ;36;
26/12/2021;De 66 años; ;21;
26/12/2021;De 67 años; ;27;
26/12/2021;De 68 años; ;16;
26/12/2021;De 69 años; ;26;
26/12/2021;De 70 a 79 años; ;125;
26/12/2021;De 80 y más años; ;74;
25/12/2021;TOTAL; ;6033;
25/12/2021;De 0 a 4 años; ;203;
25/12/2021;De 5 a 11 años; ;566;
25/12/2021;De 12 a 19 años; ;497;
25/12/2021;De 20 a 29 años; ;1011;
25/12/2021;De 30 a 39 años; ;1064;
25/12/2021;De 40 a 49 años; ;1262;
25/12/2021;De 50 a 59 años; ;853;
25/12/2021;De 60 a 69 años; ;369;
25/12/2021;De 65 años; ;26;
25/12/2021;De 66 años; ;17;
25/12/2021;De 67 años; ;27;
25/12/2021;De 68 años; ;22;
25/12/2021;De 69 años; ;32;
25/12/2021;De 70 a 79 años; ;137;
25/12/2021;De 80 y más años; ;71;
24/12/2021;TOTAL; ;9994;
24/12/2021;De 0 a 4 años; ;252;
24/12/2021;De 5 a 11 años; ;790;
24/12/2021;De 12 a 19 años; ;725;
24/12/2021;De 20 a 29 años; ;1841;
24/12/2021;De 30 a 39 años; ;1981;
24/12/2021;De 40 a 49 años; ;2002;
24/12/2021;De 50 a 59 años; ;1507;
24/12/2021;De 60 a 69 años; ;601;
24/12/2021;De 65 años; ;46;
24/12/2021;De 66 años; ;61;
24/12/2021;De 67 años; ;50;
24/12/2021;De 68 años; ;34;
24/12/2021;De 69 años; ;28;
24/12/2021;De 70 a 79 años; ;186;
24/12/2021;De 80 y más años; ;109;
23/12/2021;TOTAL; ;11648;
23/12/2021;De 0 a 4 años; ;361;
23/12/2021;De 5 a 11 años; ;923;
23/12/2021;De 12 a 19 años; ;825;
23/12/2021;De 20 a 29 años; ;2126;
23/12/2021;De 30 a 39 años; ;2299;
23/12/2021;De 40 a 49 años; ;2484;
23/12/2021;De 50 a 59 años; ;1628;
23/12/2021;De 60 a 69 años; ;673;
23/12/2021;De 65 años; ;60;
23/12/2021;De 66 años; ;41;
23/12/2021;De 67 años; ;52;
23/12/2021;De 68 años; ;40;
23/12/2021;De 69 años; ;35;
23/12/2021;De 70 a 79 años; ;202;
23/12/2021;De 80 y más años; ;127;
22/12/2021;TOTAL; ;10736;
22/12/2021;De 0 a 4 años; ;300;
22/12/2021;De 5 a 11 años; ;827;
22/12/2021;De 12 a 19 años; ;741;
22/12/2021;De 20 a 29 años; ;1935;
22/12/2021;De 30 a 39 años; ;2147;
22/12/2021;De 40 a 49 años; ;2348;
22/12/2021;De 50 a 59 años; ;1469;
22/12/2021;De 60 a 69 años; ;659;
22/12/2021;De 65 años; ;62;
22/12/2021;De 66 años; ;53;
22/12/2021;De 67 años; ;37;
22/12/2021;De 68 años; ;38;
22/12/2021;De 69 años; ;51;
22/12/2021;De 70 a 79 años; ;207;
22/12/2021;De 80 y más años; ;103;
21/12/2021;TOTAL; ;8881;
21/12/2021;De 0 a 4 años; ;268;
21/12/2021;De 5 a 11 años; ;814;
21/12/2021;De 12 a 19 años; ;581;
21/12/2021;De 20 a 29 años; ;1475;
21/12/2021;De 30 a 39 años; ;1800;
21/12/2021;De 40 a 49 años; ;1885;
21/12/2021;De 50 a 59 años; ;1237;
21/12/2021;De 60 a 69 años; ;585;
21/12/2021;De 65 años; ;58;
21/12/2021;De 66 años; ;52;
21/12/2021;De 67 años; ;40;
21/12/2021;De 68 años; ;36;
21/12/2021;De 69 años; ;34;
21/12/2021;De 70 a 79 años; ;155;
21/12/2021;De 80 y más años; ;81;
20/12/2021;TOTAL; ;6222;
20/12/2021;De 0 a 4 años; ;184;
20/12/2021;De 5 a 11 años; ;579;
20/12/2021;De 12 a 19 años; ;394;
20/12/2021;De 20 a 29 años; ;944;
20/12/2021;De 30 a 39 años; ;1160;
20/12/2021;De 40 a 49 años; ;1426;
20/12/2021;De 50 a 59 años; ;890;
20/12/2021;De 60 a 69 años; ;443;
20/12/2021;De 65 años; ;40;
20/12/2021;De 66 años; ;35;
20/12/2021;De 67 años; ;41;
20/12/2021;De 68 años; ;35;
20/12/2021;De 69 años; ;16;
20/12/2021;De 70 a 79 años; ;136;
20/12/2021;De 80 y más años; ;66;
19/12/2021;TOTAL; ;3112;
19/12/2021;De 0 a 4 años; ;116;
19/12/2021;De 5 a 11 años; ;284;
19/12/2021;De 12 a 19 años; ;206;
19/12/2021;De 20 a 29 años; ;472;
19/12/2021;De 30 a 39 años; ;583;
19/12/2021;De 40 a 49 años; ;654;
19/12/2021;De 50 a 59 años; ;429;
19/12/2021;De 60 a 69 años; ;230;
19/12/2021;De 65 años; ;19;
19/12/2021;De 66 años; ;11;
19/12/2021;De 67 años; ;28;
19/12/2021;De 68 años; ;9;
19/12/2021;De 69 años; ;16;
19/12/2021;De 70 a 79 años; ;77;
19/12/2021;De 80 y más años; ;61;
18/12/2021;TOTAL; ;3193;
18/12/2021;De 0 a 4 años; ;125;
18/12/2021;De 5 a 11 años; ;345;
18/12/2021;De 12 a 19 años; ;194;
18/12/2021;De 20 a 29 años; ;379;
18/12/2021;De 30 a 39 años; ;660;
18/12/2021;De 40 a 49 años; ;703;
18/12/2021;De 50 a 59 años; ;420;
18/12/2021;De 60 a 69 años; ;251;
18/12/2021;De 65 años; ;20;
18/12/2021;De 66 años; ;23;
18/12/2021;De 67 años; ;17;
18/12/2021;De 68 años; ;16;
18/12/2021;De 69 años; ;15;
18/12/2021;De 70 a 79 años; ;83;
18/12/2021;De 80 y más años; ;33;
17/12/2021;TOTAL; ;5991;
17/12/2021;De 0 a 4 años; ;175;
17/12/2021;De 5 a 11 años; ;596;
17/12/2021;De 12 a 19 años; ;367;
17/12/2021;De 20 a 29 años; ;897;
17/12/2021;De 30 a 39 años; ;1165;
17/12/2021;De 40 a 49 años; ;1270;
17/12/2021;De 50 a 59 años; ;852;
17/12/2021;De 60 a 69 años; ;469;
17/12/2021;De 65 años; ;39;
17/12/2021;De 66 años; ;48;
17/12/2021;De 67 años; ;23;
17/12/2021;De 68 años; ;41;
17/12/2021;De 69 años; ;22;
17/12/2021;De 70 a 79 años; ;115;
17/12/2021;De 80 y más años; ;85;
16/12/2021;TOTAL; ;5281;
16/12/2021;De 0 a 4 años; ;141;
16/12/2021;De 5 a 11 años; ;528;
16/12/2021;De 12 a 19 años; ;250;
16/12/2021;De 20 a 29 años; ;787;
16/12/2021;De 30 a 39 años; ;1066;
16/12/2021;De 40 a 49 años; ;1194;
16/12/2021;De 50 a 59 años; ;725;
16/12/2021;De 60 a 69 años; ;396;
16/12/2021;De 65 años; ;29;
16/12/2021;De 66 años; ;27;
16/12/2021;De 67 años; ;23;
16/12/2021;De 68 años; ;27;
16/12/2021;De 69 años; ;26;
16/12/2021;De 70 a 79 años; ;131;
16/12/2021;De 80 y más años; ;63;
15/12/2021;TOTAL; ;4895;
15/12/2021;De 0 a 4 años; ;132;
15/12/2021;De 5 a 11 años; ;520;
15/12/2021;De 12 a 19 años; ;286;
15/12/2021;De 20 a 29 años; ;741;
15/12/2021;De 30 a 39 años; ;1028;
15/12/2021;De 40 a 49 años; ;1038;
15/12/2021;De 50 a 59 años; ;619;
15/12/2021;De 60 a 69 años; ;371;
15/12/2021;De 65 años; ;28;
15/12/2021;De 66 años; ;34;
15/12/2021;De 67 años; ;36;
15/12/2021;De 68 años; ;28;
15/12/2021;De 69 años; ;19;
15/12/2021;De 70 a 79 años; ;102;
15/12/2021;De 80 y más años; ;58;
14/12/2021;TOTAL; ;3834;
14/12/2021;De 0 a 4 años; ;114;
14/12/2021;De 5 a 11 años; ;395;
14/12/2021;De 12 a 19 años; ;203;
14/12/2021;De 20 a 29 años; ;592;
14/12/2021;De 30 a 39 años; ;707;
14/12/2021;De 40 a 49 años; ;828;
14/12/2021;De 50 a 59 años; ;534;
14/12/2021;De 60 a 69 años; ;302;
14/12/2021;De 65 años; ;32;
14/12/2021;De 66 años; ;23;
14/12/2021;De 67 años; ;19;
14/12/2021;De 68 años; ;16;
14/12/2021;De 69 años; ;19;
14/12/2021;De 70 a 79 años; ;111;
14/12/2021;De 80 y más años; ;48;
13/12/2021;TOTAL; ;2841;
13/12/2021;De 0 a 4 años; ;71;
13/12/2021;De 5 a 11 años; ;278;
13/12/2021;De 12 a 19 años; ;142;
13/12/2021;De 20 a 29 años; ;375;
13/12/2021;De 30 a 39 años; ;550;
13/12/2021;De 40 a 49 años; ;680;
13/12/2021;De 50 a 59 años; ;379;
13/12/2021;De 60 a 69 años; ;232;
13/12/2021;De 65 años; ;22;
