Fecha,Territorio,nombre.corto,provincia,Edad,Sexo,Casos
2020-04-06,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,150
2020-04-06,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,67
2020-04-06,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,153
2020-04-06,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,364
2020-04-06,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,157
2020-04-06,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,209
2020-04-06,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,115
2020-04-06,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,458
2020-04-06,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,174
2020-04-06,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,358
2020-04-06,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,40
2020-04-06,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,626
2020-04-06,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,67
2020-04-06,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,109
2020-04-06,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,666
2020-04-06,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,70
2020-04-06,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,145
2020-04-06,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,73
2020-04-06,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,425
2020-04-06,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,129
2020-04-06,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,294
2020-04-06,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,79
2020-04-06,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,93
2020-04-06,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,366
2020-04-06,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,118
2020-04-06,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1106
2020-04-06,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,46
2020-04-06,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,150
2020-04-06,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,311
2020-04-06,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,828
2020-04-06,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,101
2020-04-06,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,127
2020-04-06,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,295
2020-04-11,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,162
2020-04-11,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,75
2020-04-11,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,171
2020-04-11,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,427
2020-04-11,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,182
2020-04-11,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,240
2020-04-11,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,122
2020-04-11,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,512
2020-04-11,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,180
2020-04-11,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,410
2020-04-11,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,49
2020-04-11,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,745
2020-04-11,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,82
2020-04-11,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,135
2020-04-11,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,801
2020-04-11,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,75
2020-04-11,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,167
2020-04-11,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,86
2020-04-11,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,531
2020-04-11,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,157
2020-04-11,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,356
2020-04-11,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,91
2020-04-11,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,110
2020-04-11,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,440
2020-04-11,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,153
2020-04-11,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1263
2020-04-11,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,53
2020-04-11,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,172
2020-04-11,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,362
2020-04-11,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1001
2020-04-11,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,113
2020-04-11,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,161
2020-04-11,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,394
2020-04-12,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,164
2020-04-12,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,75
2020-04-12,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,174
2020-04-12,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,427
2020-04-12,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,182
2020-04-12,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,243
2020-04-12,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,134
2020-04-12,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,521
2020-04-12,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,180
2020-04-12,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,417
2020-04-12,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,49
2020-04-12,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,765
2020-04-12,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,89
2020-04-12,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,140
2020-04-12,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,829
2020-04-12,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,76
2020-04-12,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,168
2020-04-12,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,87
2020-04-12,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,539
2020-04-12,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,165
2020-04-12,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,370
2020-04-12,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,93
2020-04-12,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,110
2020-04-12,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,441
2020-04-12,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,153
2020-04-12,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1275
2020-04-12,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,53
2020-04-12,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,173
2020-04-12,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,367
2020-04-12,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1023
2020-04-12,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,113
2020-04-12,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,167
2020-04-12,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,396
2020-04-13,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,164
2020-04-13,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,75
2020-04-13,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,175
2020-04-13,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,432
2020-04-13,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,186
2020-04-13,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,247
2020-04-13,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,134
2020-04-13,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,527
2020-04-13,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,180
2020-04-13,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,431
2020-04-13,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,50
2020-04-13,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,786
2020-04-13,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,89
2020-04-13,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,141
2020-04-13,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,838
2020-04-13,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,77
2020-04-13,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,173
2020-04-13,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,87
2020-04-13,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,543
2020-04-13,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,167
2020-04-13,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,373
2020-04-13,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,93
2020-04-13,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,111
2020-04-13,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,448
2020-04-13,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,153
2020-04-13,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1284
2020-04-13,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,57
2020-04-13,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,175
2020-04-13,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,371
2020-04-13,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1030
2020-04-13,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,113
2020-04-13,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,170
2020-04-13,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,399
2020-04-14,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,165
2020-04-14,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,76
2020-04-14,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,175
2020-04-14,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,451
2020-04-14,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,186
2020-04-14,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,271
2020-04-14,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,135
2020-04-14,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,533
2020-04-14,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,182
2020-04-14,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,443
2020-04-14,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,50
2020-04-14,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,807
2020-04-14,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,89
2020-04-14,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,143
2020-04-14,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,861
2020-04-14,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,81
2020-04-14,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,176
2020-04-14,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,87
2020-04-14,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,547
2020-04-14,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,168
2020-04-14,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,374
2020-04-14,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,97
2020-04-14,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,111
2020-04-14,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,469
2020-04-14,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,154
2020-04-14,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1302
2020-04-14,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,89
2020-04-14,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,180
2020-04-14,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,386
2020-04-14,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1049
2020-04-14,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,121
2020-04-14,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,181
2020-04-14,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,421
2020-04-15,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,174
2020-04-15,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,76
2020-04-15,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,178
2020-04-15,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,457
2020-04-15,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,190
2020-04-15,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,281
2020-04-15,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,144
2020-04-15,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,562
2020-04-15,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,188
2020-04-15,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,447
2020-04-15,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,50
2020-04-15,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,810
2020-04-15,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,92
2020-04-15,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,146
2020-04-15,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,877
2020-04-15,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,82
2020-04-15,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,178
2020-04-15,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,87
2020-04-15,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,555
2020-04-15,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,168
2020-04-15,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,380
2020-04-15,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,98
2020-04-15,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,116
2020-04-15,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,483
2020-04-15,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,154
2020-04-15,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1334
2020-04-15,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,94
2020-04-15,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,182
2020-04-15,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,413
2020-04-15,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1076
2020-04-15,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,121
2020-04-15,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,187
2020-04-15,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,425
2020-04-16,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,179
2020-04-16,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,79
2020-04-16,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,178
2020-04-16,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,470
2020-04-16,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,192
2020-04-16,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,302
2020-04-16,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,146
2020-04-16,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,566
2020-04-16,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,190
2020-04-16,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,452
2020-04-16,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,50
2020-04-16,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,818
2020-04-16,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,92
2020-04-16,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,146
2020-04-16,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,899
2020-04-16,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,82
2020-04-16,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,181
2020-04-16,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,89
2020-04-16,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,568
2020-04-16,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,170
2020-04-16,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,397
2020-04-16,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,98
2020-04-16,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,132
2020-04-16,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,500
2020-04-16,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,155
2020-04-16,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1359
2020-04-16,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,95
2020-04-16,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,188
2020-04-16,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,428
2020-04-16,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1095
2020-04-16,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,122
2020-04-16,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,187
2020-04-16,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,447
2020-04-17,Almería (distrito),Almería,Almería,TOTAL,Ambos sexos,185
2020-04-17,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Ambos sexos,79
2020-04-17,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Ambos sexos,180
2020-04-17,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Ambos sexos,479
2020-04-17,Campo de Gibraltar,Campo Gibraltar,Cádiz,TOTAL,Ambos sexos,193
2020-04-17,Jerez-Costa Noroeste,Jerez-Costa Noroeste,Cádiz,TOTAL,Ambos sexos,302
2020-04-17,Sierra de Cádiz,Sierra Cádiz,Cádiz,TOTAL,Ambos sexos,148
2020-04-17,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Ambos sexos,571
2020-04-17,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,190
2020-04-17,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,455
2020-04-17,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,50
2020-04-17,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,822
2020-04-17,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,93
2020-04-17,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,148
2020-04-17,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,906
2020-04-17,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,83
2020-04-17,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,185
2020-04-17,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,90
2020-04-17,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,579
2020-04-17,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,175
2020-04-17,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,419
2020-04-17,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,100
2020-04-17,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,135
2020-04-17,Costa del Sol,Costa Sol,Málaga,TOTAL,Ambos sexos,510
2020-04-17,La Vega,La Vega,Málaga,TOTAL,Ambos sexos,159
2020-04-17,Málaga (distrito),Málaga,Málaga,TOTAL,Ambos sexos,1377
2020-04-17,Serranía,Serranía,Málaga,TOTAL,Ambos sexos,100
2020-04-17,Valle del Guadalhorce,Valle Guadalhorce,Málaga,TOTAL,Ambos sexos,190
2020-04-17,Aljarafe,Aljarafe,Sevilla,TOTAL,Ambos sexos,431
2020-04-17,Sevilla (distrito),Sevilla,Sevilla,TOTAL,Ambos sexos,1115
2020-04-17,Sevilla Este,Sevilla Este,Sevilla,TOTAL,Ambos sexos,122
2020-04-17,Sevilla Norte,Sevilla Norte,Sevilla,TOTAL,Ambos sexos,181
2020-04-17,Sevilla Sur,Sevilla Sur,Sevilla,TOTAL,Ambos sexos,450
2020-04-18,Almería (distrito),Almería,Almería,TOTAL,Hombres,100
2020-04-18,Almería (distrito),Almería,Almería,TOTAL,Mujeres,93
2020-04-18,Almería (distrito),Almería,Almería,De 15 a 29 años,Hombres,13
2020-04-18,Almería (distrito),Almería,Almería,De 15 a 29 años,Mujeres,5
2020-04-18,Almería (distrito),Almería,Almería,De 30 a 44 años,Hombres,18
2020-04-18,Almería (distrito),Almería,Almería,De 30 a 44 años,Mujeres,18
2020-04-18,Almería (distrito),Almería,Almería,De 45 a 64 años,Hombres,24
2020-04-18,Almería (distrito),Almería,Almería,De 45 a 64 años,Mujeres,30
2020-04-18,Almería (distrito),Almería,Almería,De 65 a 84 años,Hombres,29
2020-04-18,Almería (distrito),Almería,Almería,De 65 a 84 años,Mujeres,22
2020-04-18,Almería (distrito),Almería,Almería,De 85 y más años,Hombres,16
2020-04-18,Almería (distrito),Almería,Almería,De 85 y más años,Mujeres,18
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Hombres,45
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,TOTAL,Mujeres,36
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 15 a 29 años,Hombres,2
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 15 a 29 años,Mujeres,4
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 30 a 44 años,Hombres,5
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 30 a 44 años,Mujeres,5
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 45 a 64 años,Hombres,17
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 45 a 64 años,Mujeres,12
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 65 a 84 años,Hombres,16
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 65 a 84 años,Mujeres,14
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 85 y más años,Hombres,5
2020-04-18,Levante-Alto Almanzora,Levante-Alto Almanzora,Almería,De 85 y más años,Mujeres,1
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Hombres,76
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,TOTAL,Mujeres,108
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 15 a 29 años,Hombres,3
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 15 a 29 años,Mujeres,11
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 30 a 44 años,Hombres,18
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 30 a 44 años,Mujeres,18
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 45 a 64 años,Hombres,25
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 45 a 64 años,Mujeres,29
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 65 a 84 años,Hombres,25
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 65 a 84 años,Mujeres,34
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 85 y más años,Hombres,5
2020-04-18,Poniente de Almería,Almeria Poniente,Almería,De 85 y más años,Mujeres,16
2020-04-18,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Hombres,200
2020-04-18,Bahía de Cádiz-La Janda,Bahía Cádiz-Janda,Cádiz,TOTAL,Mujeres,289
