Lugar de residencia;Edad;Sexo;Medida;Valor;
Cádiz;De 12 a 19 años;Ambos sexos;Tasa_Mortalidad;0;
Cádiz;De 12 a 19 años;Ambos sexos;Total Confirmados;15810;
Cádiz;De 12 a 19 años;Ambos sexos;Tasa_total;13735,523835173713;
Cádiz;De 20 a 29 años;Ambos sexos;Confirmados PDIA;22238;
Cádiz;De 20 a 29 años;Ambos sexos;Tasa_PDIA;16821,35536039818;
Cádiz;De 20 a 29 años;Ambos sexos;Confirmados PDIA 14 días;2663;
Cádiz;De 20 a 29 años;Ambos sexos;Tasa PDIA 14 dias;2014,356926195717;
Cádiz;De 20 a 29 años;Ambos sexos;Confirmados PDIA 7 días;1410;
Cádiz;De 20 a 29 años;Ambos sexos;Tasa PDIA 7 dias;1066,5577416207138;
Cádiz;De 20 a 29 años;Ambos sexos;Fallecidos;5;
Cádiz;De 20 a 29 años;Ambos sexos;Tasa_Mortalidad;3,7821196511372834;
Cádiz;De 20 a 29 años;Ambos sexos;Total Confirmados;22264;
Cádiz;De 20 a 29 años;Ambos sexos;Tasa_total;16841,022382584095;
Cádiz;De 30 a 39 años;Ambos sexos;Confirmados PDIA;21514;
Cádiz;De 30 a 39 años;Ambos sexos;Tasa_PDIA;12962,036908728318;
Cádiz;De 30 a 39 años;Ambos sexos;Confirmados PDIA 14 días;3275;
Cádiz;De 30 a 39 años;Ambos sexos;Tasa PDIA 14 dias;1973,164956590371;
Cádiz;De 30 a 39 años;Ambos sexos;Confirmados PDIA 7 días;1651;
Cádiz;De 30 a 39 años;Ambos sexos;Tasa PDIA 7 dias;994,7161353681535;
Cádiz;De 30 a 39 años;Ambos sexos;Fallecidos;13;
Cádiz;De 30 a 39 años;Ambos sexos;Tasa_Mortalidad;7,83241051470987;
Cádiz;De 30 a 39 años;Ambos sexos;Total Confirmados;21568;
Cádiz;De 30 a 39 años;Ambos sexos;Tasa_total;12994,571537020189;
Cádiz;De 40 a 49 años;Ambos sexos;Confirmados PDIA;23249;
Cádiz;De 40 a 49 años;Ambos sexos;Tasa_PDIA;11250,314538451115;
Cádiz;De 40 a 49 años;Ambos sexos;Confirmados PDIA 14 días;3579;
Cádiz;De 40 a 49 años;Ambos sexos;Tasa PDIA 14 dias;1731,8971023750073;
Cádiz;De 40 a 49 años;Ambos sexos;Confirmados PDIA 7 días;1799;
Cádiz;De 40 a 49 años;Ambos sexos;Tasa PDIA 7 dias;870,5456516268896;
Cádiz;De 40 a 49 años;Ambos sexos;Fallecidos;23;
Cádiz;De 40 a 49 años;Ambos sexos;Tasa_Mortalidad;11,129822116408262;
Cádiz;De 40 a 49 años;Ambos sexos;Total Confirmados;23335;
Cádiz;De 40 a 49 años;Ambos sexos;Tasa_total;11291,930395060295;
Cádiz;De 50 a 59 años;Ambos sexos;Confirmados PDIA;19094;
Cádiz;De 50 a 59 años;Ambos sexos;Tasa_PDIA;10114,579636290438;
Cádiz;De 50 a 59 años;Ambos sexos;Confirmados PDIA 14 días;2653;
Cádiz;De 50 a 59 años;Ambos sexos;Tasa PDIA 14 dias;1405,3618820089312;
Cádiz;De 50 a 59 años;Ambos sexos;Confirmados PDIA 7 días;1438;
Cádiz;De 50 a 59 años;Ambos sexos;Tasa PDIA 7 dias;761,745339739481;
Cádiz;De 50 a 59 años;Ambos sexos;Fallecidos;120;
Cádiz;De 50 a 59 años;Ambos sexos;Tasa_Mortalidad;63,56706590315557;
Cádiz;De 50 a 59 años;Ambos sexos;Total Confirmados;19159;
Cádiz;De 50 a 59 años;Ambos sexos;Tasa_total;10149,011796987981;
Cádiz;De 60 a 69 años;Ambos sexos;Confirmados PDIA;12061;
Cádiz;De 60 a 69 años;Ambos sexos;Tasa_PDIA;8674,419775461914;
Cádiz;De 60 a 69 años;Ambos sexos;Confirmados PDIA 14 días;1295;
Cádiz;De 60 a 69 años;Ambos sexos;Tasa PDIA 14 dias;931,3799526758295;
Cádiz;De 60 a 69 años;Ambos sexos;Confirmados PDIA 7 días;691;
Cádiz;De 60 a 69 años;Ambos sexos;Tasa PDIA 7 dias;496,97571219999855;
Cádiz;De 60 a 69 años;Ambos sexos;Fallecidos;251;
Cádiz;De 60 a 69 años;Ambos sexos;Tasa_Mortalidad;180,52229198581713;
Cádiz;De 60 a 69 años;Ambos sexos;Total Confirmados;12117;
Cádiz;De 60 a 69 años;Ambos sexos;Tasa_total;8714,695665307356;
Cádiz;De 65 años;Ambos sexos;Confirmados PDIA;1142;
Cádiz;De 65 años;Ambos sexos;Tasa_PDIA;8880,248833592535;
Cádiz;De 65 años;Ambos sexos;Confirmados PDIA 14 días;119;
Cádiz;De 65 años;Ambos sexos;Tasa PDIA 14 dias;925,3499222395023;
Cádiz;De 65 años;Ambos sexos;Confirmados PDIA 7 días;60;
Cádiz;De 65 años;Ambos sexos;Tasa PDIA 7 dias;466,56298600311044;
Cádiz;De 65 años;Ambos sexos;Fallecidos;26;
Cádiz;De 65 años;Ambos sexos;Tasa_Mortalidad;202,1772939346812;
Cádiz;De 65 años;Ambos sexos;Total Confirmados;1148;
Cádiz;De 65 años;Ambos sexos;Tasa_total;8926,905132192845;
Cádiz;De 66 años;Ambos sexos;Confirmados PDIA;1087;
Cádiz;De 66 años;Ambos sexos;Tasa_PDIA;8214,312703090758;
Cádiz;De 66 años;Ambos sexos;Confirmados PDIA 14 días;113;
Cádiz;De 66 años;Ambos sexos;Tasa PDIA 14 dias;853,9257915816519;
Cádiz;De 66 años;Ambos sexos;Confirmados PDIA 7 días;66;
Cádiz;De 66 años;Ambos sexos;Tasa PDIA 7 dias;498,75311720698255;
Cádiz;De 66 años;Ambos sexos;Fallecidos;28;
Cádiz;De 66 años;Ambos sexos;Tasa_Mortalidad;211,59223154235622;
Cádiz;De 66 años;Ambos sexos;Total Confirmados;1089;
Cádiz;De 66 años;Ambos sexos;Tasa_total;8229,426433915212;
Cádiz;De 67 años;Ambos sexos;Confirmados PDIA;1022;
Cádiz;De 67 años;Ambos sexos;Tasa_PDIA;7921,252518989304;
Cádiz;De 67 años;Ambos sexos;Confirmados PDIA 14 días;96;
Cádiz;De 67 años;Ambos sexos;Tasa PDIA 14 dias;744,0706867152379;
Cádiz;De 67 años;Ambos sexos;Confirmados PDIA 7 días;51;
Cádiz;De 67 años;Ambos sexos;Tasa PDIA 7 dias;395,2875523174701;
Cádiz;De 67 años;Ambos sexos;Fallecidos;24;
Cádiz;De 67 años;Ambos sexos;Tasa_Mortalidad;186,01767167880948;
Cádiz;De 67 años;Ambos sexos;Total Confirmados;1023;
Cádiz;De 67 años;Ambos sexos;Tasa_total;7929,003255309254;
Cádiz;De 68 años;Ambos sexos;Confirmados PDIA;955;
Cádiz;De 68 años;Ambos sexos;Tasa_PDIA;8083,62959200948;
Cádiz;De 68 años;Ambos sexos;Confirmados PDIA 14 días;82;
Cádiz;De 68 años;Ambos sexos;Tasa PDIA 14 dias;694,0917555442695;
Cádiz;De 68 años;Ambos sexos;Confirmados PDIA 7 días;40;
Cádiz;De 68 años;Ambos sexos;Tasa PDIA 7 dias;338,5813441679363;
Cádiz;De 68 años;Ambos sexos;Fallecidos;29;
Cádiz;De 68 años;Ambos sexos;Tasa_Mortalidad;245,47147452175386;
Cádiz;De 68 años;Ambos sexos;Total Confirmados;958;
Cádiz;De 68 años;Ambos sexos;Tasa_total;8109,0231928220755;
Cádiz;De 69 años;Ambos sexos;Confirmados PDIA;896;
Cádiz;De 69 años;Ambos sexos;Tasa_PDIA;8406,83054982173;
Cádiz;De 69 años;Ambos sexos;Confirmados PDIA 14 días;81;
Cádiz;De 69 años;Ambos sexos;Tasa PDIA 14 dias;759,9924939012948;
Cádiz;De 69 años;Ambos sexos;Confirmados PDIA 7 días;40;
Cádiz;De 69 años;Ambos sexos;Tasa PDIA 7 dias;375,3049352598986;
Cádiz;De 69 años;Ambos sexos;Fallecidos;30;
Cádiz;De 69 años;Ambos sexos;Tasa_Mortalidad;281,478701444924;
Cádiz;De 69 años;Ambos sexos;Total Confirmados;900;
Cádiz;De 69 años;Ambos sexos;Tasa_total;8444,36104334772;
Cádiz;De 70 a 79 años;Ambos sexos;Confirmados PDIA;6427;
Cádiz;De 70 a 79 años;Ambos sexos;Tasa_PDIA;6826,703489298423;
Cádiz;De 70 a 79 años;Ambos sexos;Confirmados PDIA 14 días;453;
Cádiz;De 70 a 79 años;Ambos sexos;Tasa PDIA 14 dias;481,1726591959212;
Cádiz;De 70 a 79 años;Ambos sexos;Confirmados PDIA 7 días;273;
Cádiz;De 70 a 79 años;Ambos sexos;Tasa PDIA 7 dias;289,9782250783366;
Cádiz;De 70 a 79 años;Ambos sexos;Fallecidos;437;
Cádiz;De 70 a 79 años;Ambos sexos;Tasa_Mortalidad;464,1775983854692;
Cádiz;De 70 a 79 años;Ambos sexos;Total Confirmados;6458;
Cádiz;De 70 a 79 años;Ambos sexos;Tasa_total;6859,631419618673;
Cádiz;De 80 y más años;Ambos sexos;Confirmados PDIA;4630;
Cádiz;De 80 y más años;Ambos sexos;Tasa_PDIA;8609,148382298252;
Cádiz;De 80 y más años;Ambos sexos;Confirmados PDIA 14 días;214;
Cádiz;De 80 y más años;Ambos sexos;Tasa PDIA 14 dias;397,91744142804015;
Cádiz;De 80 y más años;Ambos sexos;Confirmados PDIA 7 días;131;
Cádiz;De 80 y más años;Ambos sexos;Tasa PDIA 7 dias;243,58497582744513;
Cádiz;De 80 y más años;Ambos sexos;Fallecidos;783;
Cádiz;De 80 y más años;Ambos sexos;Tasa_Mortalidad;1455,9315730754927;
Cádiz;De 80 y más años;Ambos sexos;Total Confirmados;4691;
Cádiz;De 80 y más años;Ambos sexos;Tasa_total;8722,573447378207;
Córdoba;TOTAL;Ambos sexos;Confirmados PDIA;97995;
Córdoba;TOTAL;Ambos sexos;Tasa_PDIA;12482,008432154274;
Córdoba;TOTAL;Ambos sexos;Confirmados PDIA 14 días;17898;
Córdoba;TOTAL;Ambos sexos;Tasa PDIA 14 dias;2279,738628692252;
Córdoba;TOTAL;Ambos sexos;Confirmados PDIA 7 días;9015;
Córdoba;TOTAL;Ambos sexos;Tasa PDIA 7 dias;1148,2759938351016;
Córdoba;TOTAL;Ambos sexos;Fallecidos;1120;
Córdoba;TOTAL;Ambos sexos;Tasa_Mortalidad;142,65880344928607;
Córdoba;TOTAL;Ambos sexos;Total Confirmados;98506;
Córdoba;TOTAL;Ambos sexos;Tasa_total;12547,096511228012;
Córdoba;De 0 a 4 años;Ambos sexos;Confirmados PDIA;2986;
Córdoba;De 0 a 4 años;Ambos sexos;Tasa_PDIA;9158,385474174947;
Córdoba;De 0 a 4 años;Ambos sexos;Confirmados PDIA 14 días;586;
Córdoba;De 0 a 4 años;Ambos sexos;Tasa PDIA 14 dias;1797,3254815360078;
Córdoba;De 0 a 4 años;Ambos sexos;Confirmados PDIA 7 días;259;
Córdoba;De 0 a 4 años;Ambos sexos;Tasa PDIA 7 dias;794,3810575389523;
Córdoba;De 0 a 4 años;Ambos sexos;Fallecidos;0;
Córdoba;De 0 a 4 años;Ambos sexos;Tasa_Mortalidad;0;
Córdoba;De 0 a 4 años;Ambos sexos;Total Confirmados;2989;
Córdoba;De 0 a 4 años;Ambos sexos;Tasa_total;9167,586799165747;
Córdoba;De 5 a 11 años;Ambos sexos;Confirmados PDIA;6100;
Córdoba;De 5 a 11 años;Ambos sexos;Tasa_PDIA;11149,290831992981;
Córdoba;De 5 a 11 años;Ambos sexos;Confirmados PDIA 14 días;1275;
Córdoba;De 5 a 11 años;Ambos sexos;Tasa PDIA 14 dias;2330,384559146074;
Córdoba;De 5 a 11 años;Ambos sexos;Confirmados PDIA 7 días;620;
Córdoba;De 5 a 11 años;Ambos sexos;Tasa PDIA 7 dias;1133,206609153385;
Córdoba;De 5 a 11 años;Ambos sexos;Fallecidos;0;
Córdoba;De 5 a 11 años;Ambos sexos;Tasa_Mortalidad;0;
Córdoba;De 5 a 11 años;Ambos sexos;Total Confirmados;6114;
Córdoba;De 5 a 11 años;Ambos sexos;Tasa_total;11174,879368328702;
Córdoba;De 12 a 19 años;Ambos sexos;Confirmados PDIA;11225;
Córdoba;De 12 a 19 años;Ambos sexos;Tasa_PDIA;16623,965167424434;
Córdoba;De 12 a 19 años;Ambos sexos;Confirmados PDIA 14 días;1490;
Córdoba;De 12 a 19 años;Ambos sexos;Tasa PDIA 14 dias;2206,655509974379;
Córdoba;De 12 a 19 años;Ambos sexos;Confirmados PDIA 7 días;768;
Córdoba;De 12 a 19 años;Ambos sexos;Tasa PDIA 7 dias;1137,390222590821;
Córdoba;De 12 a 19 años;Ambos sexos;Fallecidos;1;
Córdoba;De 12 a 19 años;Ambos sexos;Tasa_Mortalidad;1,480976852331798;
Córdoba;De 12 a 19 años;Ambos sexos;Total Confirmados;11237;
Córdoba;De 12 a 19 años;Ambos sexos;Tasa_total;16641,736889652413;
Córdoba;De 20 a 29 años;Ambos sexos;Confirmados PDIA;16160;
Córdoba;De 20 a 29 años;Ambos sexos;Tasa_PDIA;18449,384069139523;
Córdoba;De 20 a 29 años;Ambos sexos;Confirmados PDIA 14 días;3276;
Córdoba;De 20 a 29 años;Ambos sexos;Tasa PDIA 14 dias;3740,1102853032844;
Córdoba;De 20 a 29 años;Ambos sexos;Confirmados PDIA 7 días;1581;
Córdoba;De 20 a 29 años;Ambos sexos;Tasa PDIA 7 dias;1804,9799636949003;
Córdoba;De 20 a 29 años;Ambos sexos;Fallecidos;1;
Córdoba;De 20 a 29 años;Ambos sexos;Tasa_Mortalidad;1,141669806258634;
Córdoba;De 20 a 29 años;Ambos sexos;Total Confirmados;16225;
Córdoba;De 20 a 29 años;Ambos sexos;Tasa_total;18523,592606546335;
Córdoba;De 30 a 39 años;Ambos sexos;Confirmados PDIA;13879;
Córdoba;De 30 a 39 años;Ambos sexos;Tasa_PDIA;13986,697571299002;
Córdoba;De 30 a 39 años;Ambos sexos;Confirmados PDIA 14 días;3189;
Córdoba;De 30 a 39 años;Ambos sexos;Tasa PDIA 14 dias;3213,7458429910307;
Córdoba;De 30 a 39 años;Ambos sexos;Confirmados PDIA 7 días;1524;
Córdoba;De 30 a 39 años;Ambos sexos;Tasa PDIA 7 dias;1535,825859115187;
Córdoba;De 30 a 39 años;Ambos sexos;Fallecidos;5;
Córdoba;De 30 a 39 años;Ambos sexos;Tasa_Mortalidad;5,03879875037791;
Córdoba;De 30 a 39 años;Ambos sexos;Total Confirmados;13945;
Córdoba;De 30 a 39 años;Ambos sexos;Tasa_total;14053,20971480399;
Córdoba;De 40 a 49 años;Ambos sexos;Confirmados PDIA;15547;
Córdoba;De 40 a 49 años;Ambos sexos;Tasa_PDIA;13178,104021156845;
Córdoba;De 40 a 49 años;Ambos sexos;Confirmados PDIA 14 días;3516;
Córdoba;De 40 a 49 años;Ambos sexos;Tasa PDIA 14 dias;2980,267172984336;
Córdoba;De 40 a 49 años;Ambos sexos;Confirmados PDIA 7 días;1831;
Córdoba;De 40 a 49 años;Ambos sexos;Tasa PDIA 7 dias;1552,01057842273;
Córdoba;De 40 a 49 años;Ambos sexos;Fallecidos;10;
Córdoba;De 40 a 49 años;Ambos sexos;Tasa_Mortalidad;8,476300264460567;
Córdoba;De 40 a 49 años;Ambos sexos;Total Confirmados;15637;
Córdoba;De 40 a 49 años;Ambos sexos;Tasa_total;13254,39072353699;
Córdoba;De 50 a 59 años;Ambos sexos;Confirmados PDIA;14368;
Córdoba;De 50 a 59 años;Ambos sexos;Tasa_PDIA;11800,747402570736;
Córdoba;De 50 a 59 años;Ambos sexos;Confirmados PDIA 14 días;2810;
Córdoba;De 50 a 59 años;Ambos sexos;Tasa PDIA 14 dias;2307,9134327132356;
Córdoba;De 50 a 59 años;Ambos sexos;Confirmados PDIA 7 días;1471;
Córdoba;De 50 a 59 años;Ambos sexos;Tasa PDIA 7 dias;1208,1639357726583;
Córdoba;De 50 a 59 años;Ambos sexos;Fallecidos;39;
Córdoba;De 50 a 59 años;Ambos sexos;Tasa_Mortalidad;32,03153874584206;
Córdoba;De 50 a 59 años;Ambos sexos;Total Confirmados;14476;
Córdoba;De 50 a 59 años;Ambos sexos;Tasa_total;11889,45012525153;
Córdoba;De 60 a 69 años;Ambos sexos;Confirmados PDIA;8431;
Córdoba;De 60 a 69 años;Ambos sexos;Tasa_PDIA;9447,345420317788;
Córdoba;De 60 a 69 años;Ambos sexos;Confirmados PDIA 14 días;1037;
Córdoba;De 60 a 69 años;Ambos sexos;Tasa PDIA 14 dias;1162,00891956702;
Córdoba;De 60 a 69 años;Ambos sexos;Confirmados PDIA 7 días;548;
Córdoba;De 60 a 69 años;Ambos sexos;Tasa PDIA 7 dias;614,0606440913472;
Córdoba;De 60 a 69 años;Ambos sexos;Fallecidos;114;
Córdoba;De 60 a 69 años;Ambos sexos;Tasa_Mortalidad;127,74254274892988;
Córdoba;De 60 a 69 años;Ambos sexos;Total Confirmados;8493;
Córdoba;De 60 a 69 años;Ambos sexos;Tasa_total;9516,819434795276;
Córdoba;De 65 años;Ambos sexos;Confirmados PDIA;711;
Córdoba;De 65 años;Ambos sexos;Tasa_PDIA;8358,805549024219;
Córdoba;De 65 años;Ambos sexos;Confirmados PDIA 14 días;82;
Córdoba;De 65 años;Ambos sexos;Tasa PDIA 14 dias;964,0253938396426;
Córdoba;De 65 años;Ambos sexos;Confirmados PDIA 7 días;51;
Córdoba;De 65 años;Ambos sexos;Tasa PDIA 7 dias;599,57676933929;
Córdoba;De 65 años;Ambos sexos;Fallecidos;11;
Córdoba;De 65 años;Ambos sexos;Tasa_Mortalidad;129,32047966141548;
Córdoba;De 65 años;Ambos sexos;Total Confirmados;713;
Córdoba;De 65 años;Ambos sexos;Tasa_total;8382,318363508111;
Córdoba;De 66 años;Ambos sexos;Confirmados PDIA;730;
Córdoba;De 66 años;Ambos sexos;Tasa_PDIA;8534,019172317045;
Córdoba;De 66 años;Ambos sexos;Confirmados PDIA 14 días;85;
Córdoba;De 66 años;Ambos sexos;Tasa PDIA 14 dias;993,6871638999298;
Córdoba;De 66 años;Ambos sexos;Confirmados PDIA 7 días;49;
Córdoba;De 66 años;Ambos sexos;Tasa PDIA 7 dias;572,8314238952537;
Córdoba;De 66 años;Ambos sexos;Fallecidos;13;
Córdoba;De 66 años;Ambos sexos;Tasa_Mortalidad;151,9756838905775;
Córdoba;De 66 años;Ambos sexos;Total Confirmados;735;
Córdoba;De 66 años;Ambos sexos;Tasa_total;8592,471358428806;
Córdoba;De 67 años;Ambos sexos;Confirmados PDIA;719;
Córdoba;De 67 años;Ambos sexos;Tasa_PDIA;8819,921491658488;
Córdoba;De 67 años;Ambos sexos;Confirmados PDIA 14 días;66;
Córdoba;De 67 años;Ambos sexos;Tasa PDIA 14 dias;809,6172718351324;
Córdoba;De 67 años;Ambos sexos;Confirmados PDIA 7 días;26;
Córdoba;De 67 años;Ambos sexos;Tasa PDIA 7 dias;318,9401373895976;
Córdoba;De 67 años;Ambos sexos;Fallecidos;17;
Córdoba;De 67 años;Ambos sexos;Tasa_Mortalidad;208,53778213935232;
Córdoba;De 67 años;Ambos sexos;Total Confirmados;722;
Córdoba;De 67 años;Ambos sexos;Tasa_total;8856,722276741904;
Córdoba;De 68 años;Ambos sexos;Confirmados PDIA;662;
Córdoba;De 68 años;Ambos sexos;Tasa_PDIA;9068,493150684932;
Córdoba;De 68 años;Ambos sexos;Confirmados PDIA 14 días;70;
Córdoba;De 68 años;Ambos sexos;Tasa PDIA 14 dias;958,9041095890411;
Córdoba;De 68 años;Ambos sexos;Confirmados PDIA 7 días;39;
Córdoba;De 68 años;Ambos sexos;Tasa PDIA 7 dias;534,2465753424658;
Córdoba;De 68 años;Ambos sexos;Fallecidos;15;
Córdoba;De 68 años;Ambos sexos;Tasa_Mortalidad;205,4794520547945;
Córdoba;De 68 años;Ambos sexos;Total Confirmados;664;
Córdoba;De 68 años;Ambos sexos;Tasa_total;9095,890410958904;
Córdoba;De 69 años;Ambos sexos;Confirmados PDIA;563;
Córdoba;De 69 años;Ambos sexos;Tasa_PDIA;9074,79045776918;
Córdoba;De 69 años;Ambos sexos;Confirmados PDIA 14 días;62;
Córdoba;De 69 años;Ambos sexos;Tasa PDIA 14 dias;999,3552546744036;
Córdoba;De 69 años;Ambos sexos;Confirmados PDIA 7 días;38;
Córdoba;De 69 años;Ambos sexos;Tasa PDIA 7 dias;612,50805931657;
Córdoba;De 69 años;Ambos sexos;Fallecidos;12;
Córdoba;De 69 años;Ambos sexos;Tasa_Mortalidad;193,42359767891682;
Córdoba;De 69 años;Ambos sexos;Total Confirmados;565;
Córdoba;De 69 años;Ambos sexos;Tasa_total;9107,027724049001;
Córdoba;De 70 a 79 años;Ambos sexos;Confirmados PDIA;4640;
Córdoba;De 70 a 79 años;Ambos sexos;Tasa_PDIA;7183,997027311575;
Córdoba;De 70 a 79 años;Ambos sexos;Confirmados PDIA 14 días;427;
Córdoba;De 70 a 79 años;Ambos sexos;Tasa PDIA 14 dias;661,1135195392333;
Córdoba;De 70 a 79 años;Ambos sexos;Confirmados PDIA 7 días;241;
Córdoba;De 70 a 79 años;Ambos sexos;Tasa PDIA 7 dias;373,13432835820896;
Córdoba;De 70 a 79 años;Ambos sexos;Fallecidos;235;
Córdoba;De 70 a 79 años;Ambos sexos;Tasa_Mortalidad;363,84467702978884;
Córdoba;De 70 a 79 años;Ambos sexos;Total Confirmados;4675;
Córdoba;De 70 a 79 años;Ambos sexos;Tasa_total;7238,186660060693;
Córdoba;De 80 y más años;Ambos sexos;Confirmados PDIA;4658;
Córdoba;De 80 y más años;Ambos sexos;Tasa_PDIA;9340,47203673625;
Córdoba;De 80 y más años;Ambos sexos;Confirmados PDIA 14 días;292;
Córdoba;De 80 y más años;Ambos sexos;Tasa PDIA 14 dias;585,5340993402715;
Córdoba;De 80 y más años;Ambos sexos;Confirmados PDIA 7 días;172;
Córdoba;De 80 y más años;Ambos sexos;Tasa PDIA 7 dias;344,9036475565983;
Córdoba;De 80 y más años;Ambos sexos;Fallecidos;715;
Córdoba;De 80 y más años;Ambos sexos;Tasa_Mortalidad;1433,7564418777197;
Córdoba;De 80 y más años;Ambos sexos;Total Confirmados;4714;
Córdoba;De 80 y más años;Ambos sexos;Tasa_total;9452,76624756863;
Granada;TOTAL;Ambos sexos;Confirmados PDIA;130368;
Granada;TOTAL;Ambos sexos;Tasa_PDIA;14183,261384208328;
Granada;TOTAL;Ambos sexos;Confirmados PDIA 14 días;16055;
Granada;TOTAL;Ambos sexos;Tasa PDIA 14 dias;1746,6883094276563;
Granada;TOTAL;Ambos sexos;Confirmados PDIA 7 días;9899;
Granada;TOTAL;Ambos sexos;Tasa PDIA 7 dias;1076,9522002506615;
Granada;TOTAL;Ambos sexos;Fallecidos;1895;
Granada;TOTAL;Ambos sexos;Tasa_Mortalidad;206,16470547277538;
Granada;TOTAL;Ambos sexos;Total Confirmados;131205;
Granada;TOTAL;Ambos sexos;Tasa_total;14274,321995543796;
Granada;De 0 a 4 años;Ambos sexos;Confirmados PDIA;3901;
Granada;De 0 a 4 años;Ambos sexos;Tasa_PDIA;9947,977763043811;
Granada;De 0 a 4 años;Ambos sexos;Confirmados PDIA 14 días;444;
Granada;De 0 a 4 años;Ambos sexos;Tasa PDIA 14 dias;1132,2486866935278;
Granada;De 0 a 4 años;Ambos sexos;Confirmados PDIA 7 días;269;
Granada;De 0 a 4 años;Ambos sexos;Tasa PDIA 7 dias;685,9794971183761;
Granada;De 0 a 4 años;Ambos sexos;Fallecidos;0;
Granada;De 0 a 4 años;Ambos sexos;Tasa_Mortalidad;0;
Granada;De 0 a 4 años;Ambos sexos;Total Confirmados;3902;
Granada;De 0 a 4 años;Ambos sexos;Tasa_total;9950,527872698525;
Granada;De 5 a 11 años;Ambos sexos;Confirmados PDIA;8406;
Granada;De 5 a 11 años;Ambos sexos;Tasa_PDIA;12875,85203339205;
Granada;De 5 a 11 años;Ambos sexos;Confirmados PDIA 14 días;1319;
Granada;De 5 a 11 años;Ambos sexos;Tasa PDIA 14 dias;2020,3722141380103;
Granada;De 5 a 11 años;Ambos sexos;Confirmados PDIA 7 días;761;
Granada;De 5 a 11 años;Ambos sexos;Tasa PDIA 7 dias;1165,6582675959255;
Granada;De 5 a 11 años;Ambos sexos;Fallecidos;0;
Granada;De 5 a 11 años;Ambos sexos;Tasa_Mortalidad;0;
Granada;De 5 a 11 años;Ambos sexos;Total Confirmados;8411;
Granada;De 5 a 11 años;Ambos sexos;Tasa_total;12883,510760511603;
Granada;De 12 a 19 años;Ambos sexos;Confirmados PDIA;14883;
Granada;De 12 a 19 años;Ambos sexos;Tasa_PDIA;18418,642641453393;
Granada;De 12 a 19 años;Ambos sexos;Confirmados PDIA 14 días;1236;
Granada;De 12 a 19 años;Ambos sexos;Tasa PDIA 14 dias;1529,627246175932;
Granada;De 12 a 19 años;Ambos sexos;Confirmados PDIA 7 días;821;
Granada;De 12 a 19 años;Ambos sexos;Tasa PDIA 7 dias;1016,038809959903;
Granada;De 12 a 19 años;Ambos sexos;Fallecidos;2;
Granada;De 12 a 19 años;Ambos sexos;Tasa_Mortalidad;2,4751249938121873;
Granada;De 12 a 19 años;Ambos sexos;Total Confirmados;14895;
Granada;De 12 a 19 años;Ambos sexos;Tasa_total;18433,493391416265;
Granada;De 20 a 29 años;Ambos sexos;Confirmados PDIA;21747;
Granada;De 20 a 29 años;Ambos sexos;Tasa_PDIA;20835,449101796406;
Granada;De 20 a 29 años;Ambos sexos;Confirmados PDIA 14 días;3073;
Granada;De 20 a 29 años;Ambos sexos;Tasa PDIA 14 dias;2944,191616766467;
Granada;De 20 a 29 años;Ambos sexos;Confirmados PDIA 7 días;1858;
Granada;De 20 a 29 años;Ambos sexos;Tasa PDIA 7 dias;1780,119760479042;
Granada;De 20 a 29 años;Ambos sexos;Fallecidos;10;
Granada;De 20 a 29 años;Ambos sexos;Tasa_Mortalidad;9,580838323353293;
Granada;De 20 a 29 años;Ambos sexos;Total Confirmados;21796;
Granada;De 20 a 29 años;Ambos sexos;Tasa_total;20882,395209580838;
Granada;De 30 a 39 años;Ambos sexos;Confirmados PDIA;18892;
Granada;De 30 a 39 años;Ambos sexos;Tasa_PDIA;15434,892727005343;
Granada;De 30 a 39 años;Ambos sexos;Confirmados PDIA 14 días;2891;
Granada;De 30 a 39 años;Ambos sexos;Tasa PDIA 14 dias;2361,966698802268;
Granada;De 30 a 39 años;Ambos sexos;Confirmados PDIA 7 días;1731;
Granada;De 30 a 39 años;Ambos sexos;Tasa PDIA 7 dias;1414,2387947515483;
Granada;De 30 a 39 años;Ambos sexos;Fallecidos;19;
Granada;De 30 a 39 años;Ambos sexos;Tasa_Mortalidad;15,523129462899721;
Granada;De 30 a 39 años;Ambos sexos;Total Confirmados;18997;
Granada;De 30 a 39 años;Ambos sexos;Tasa_total;15520,67844245821;
Granada;De 40 a 49 años;Ambos sexos;Confirmados PDIA;20969;
Granada;De 40 a 49 años;Ambos sexos;Tasa_PDIA;14551,700208188759;
Granada;De 40 a 49 años;Ambos sexos;Confirmados PDIA 14 días;3119;
Granada;De 40 a 49 años;Ambos sexos;Tasa PDIA 14 dias;2164,469118667592;
Granada;De 40 a 49 años;Ambos sexos;Confirmados PDIA 7 días;1892;
Granada;De 40 a 49 años;Ambos sexos;Tasa PDIA 7 dias;1312,9770992366412;
Granada;De 40 a 49 años;Ambos sexos;Fallecidos;29;
Granada;De 40 a 49 años;Ambos sexos;Tasa_Mortalidad;20,124913254684248;
Granada;De 40 a 49 años;Ambos sexos;Total Confirmados;21127;
Granada;De 40 a 49 años;Ambos sexos;Tasa_total;14661,346287300486;
Granada;De 50 a 59 años;Ambos sexos;Confirmados PDIA;18406;
Granada;De 50 a 59 años;Ambos sexos;Tasa_PDIA;13208,941835013815;
