Lugar de residencia;Medida;Valor;
Ubrique;Tasa PDIA 14 dias;425,402613187481;
Ubrique;Confirmados PDIA 7 días;37;
Ubrique;Tasa PDIA 7 dias;187,37972247543806;
Ubrique;Total Confirmados ;715;
Ubrique;Tasa total confirmados;3620,9865289172494;
Ubrique;Curados;537;
Ubrique;Fallecidos;11;
Villamartín;Población;34457;
Villamartín;Confirmados PDIA;1612;
Villamartín;Tasa PDIA;4678,294686130539;
Villamartín;Confirmados PDIA 14 días;271;
Villamartín;Tasa PDIA 14 dias;786,4875061671067;
Villamartín;Confirmados PDIA 7 días;110;
Villamartín;Tasa PDIA 7 dias;319,23847113794;
Villamartín;Total Confirmados ;1622;
Villamartín;Tasa total confirmados;4707,316365324898;
Villamartín;Curados;953;
Villamartín;Fallecidos;20;
Municipios de Cádiz sin especificar;Población;;
Municipios de Cádiz sin especificar;Confirmados PDIA;1633;
Municipios de Cádiz sin especificar;Tasa PDIA;-;
Municipios de Cádiz sin especificar;Confirmados PDIA 14 días;53;
Municipios de Cádiz sin especificar;Tasa PDIA 14 dias;-;
Municipios de Cádiz sin especificar;Confirmados PDIA 7 días;15;
Municipios de Cádiz sin especificar;Tasa PDIA 7 dias;-;
Municipios de Cádiz sin especificar;Total Confirmados ;1639;
Municipios de Cádiz sin especificar;Tasa total confirmados;-;
Municipios de Cádiz sin especificar;Curados;1353;
Municipios de Cádiz sin especificar;Fallecidos;29;
Córdoba;Población;785090;
Córdoba;Confirmados PDIA;41061;
Córdoba;Tasa PDIA;5230,101007527799;
Córdoba;Confirmados PDIA 14 días;4637;
Córdoba;Tasa PDIA 14 dias;590,6329210663745;
Córdoba;Confirmados PDIA 7 días;1521;
Córdoba;Tasa PDIA 7 dias;193,73575004139653;
Córdoba;Total Confirmados ;41524;
Córdoba;Tasa total confirmados;5289,0751378822815;
Córdoba;Curados;26642;
Córdoba;Fallecidos;735;
Córdoba (distrito);Población;326039;
Córdoba (distrito);Confirmados PDIA;17188;
Córdoba (distrito);Tasa PDIA;5271,761967126632;
Córdoba (distrito);Confirmados PDIA 14 días;2126;
Córdoba (distrito);Tasa PDIA 14 dias;652,0692309815697;
Córdoba (distrito);Confirmados PDIA 7 días;752;
Córdoba (distrito);Tasa PDIA 7 dias;230,64725385613377;
Córdoba (distrito);Total Confirmados ;17470;
Córdoba (distrito);Tasa total confirmados;5358,254687322683;
Córdoba (distrito);Curados;11303;
Córdoba (distrito);Fallecidos;276;
Córdoba (zbs);Población;326039;
Córdoba (zbs);Confirmados PDIA;17188;
Córdoba (zbs);Tasa PDIA;5271,761967126632;
Córdoba (zbs);Confirmados PDIA 14 días;2126;
Córdoba (zbs);Tasa PDIA 14 dias;652,0692309815697;
Córdoba (zbs);Confirmados PDIA 7 días;752;
Córdoba (zbs);Tasa PDIA 7 dias;230,64725385613377;
Córdoba (zbs);Total Confirmados ;17470;
Córdoba (zbs);Tasa total confirmados;5358,254687322683;
Córdoba (zbs);Curados;11303;
Córdoba (zbs);Fallecidos;276;
Córdoba Sur;Población;260440;
Córdoba Sur;Confirmados PDIA;14323;
Córdoba Sur;Tasa PDIA;5499,539241283981;
Córdoba Sur;Confirmados PDIA 14 días;1530;
Córdoba Sur;Tasa PDIA 14 dias;587,4673629242819;
Córdoba Sur;Confirmados PDIA 7 días;473;
Córdoba Sur;Tasa PDIA 7 dias;181,61572723084012;
Córdoba Sur;Total Confirmados ;14441;
Córdoba Sur;Tasa total confirmados;5544,84718169252;
Córdoba Sur;Curados;9613;
Córdoba Sur;Fallecidos;268;
Aguilar;Población;13382;
Aguilar;Confirmados PDIA;837;
Aguilar;Tasa PDIA;6254,670452847108;
Aguilar;Confirmados PDIA 14 días;53;
Aguilar;Tasa PDIA 14 dias;396,0544014347631;
Aguilar;Confirmados PDIA 7 días;13;
Aguilar;Tasa PDIA 7 dias;97,14541921984755;
Aguilar;Total Confirmados ;842;
Aguilar;Tasa total confirmados;6292,034075623973;
Aguilar;Curados;698;
Aguilar;Fallecidos;18;
Baena;Población;22656;
Baena;Confirmados PDIA;1213;
Baena;Tasa PDIA;5353,99011299435;
Baena;Confirmados PDIA 14 días;106;
Baena;Tasa PDIA 14 dias;467,8672316384181;
Baena;Confirmados PDIA 7 días;44;
Baena;Tasa PDIA 7 dias;194,20903954802262;
Baena;Total Confirmados ;1224;
Baena;Tasa total confirmados;5402,542372881356;
Baena;Curados;917;
Baena;Fallecidos;34;
Benamejí;Población;8682;
Benamejí;Confirmados PDIA;706;
Benamejí;Tasa PDIA;8131,766873992167;
Benamejí;Confirmados PDIA 14 días;25;
Benamejí;Tasa PDIA 14 dias;287,95208477309376;
Benamejí;Confirmados PDIA 7 días;5;
Benamejí;Tasa PDIA 7 dias;57,59041695461875;
Benamejí;Total Confirmados ;709;
Benamejí;Tasa total confirmados;8166,32112416494;
Benamejí;Curados;440;
Benamejí;Fallecidos;9;
Cabra;Población;30303;
Cabra;Confirmados PDIA;1512;
Cabra;Tasa PDIA;4989,60498960499;
Cabra;Confirmados PDIA 14 días;191;
Cabra;Tasa PDIA 14 dias;630,3006303006304;
Cabra;Confirmados PDIA 7 días;49;
Cabra;Tasa PDIA 7 dias;161,7001617001617;
Cabra;Total Confirmados ;1519;
Cabra;Tasa total confirmados;5012,705012705012;
Cabra;Curados;959;
Cabra;Fallecidos;18;
Castro del Río;Población;11056;
Castro del Río;Confirmados PDIA;443;
Castro del Río;Tasa PDIA;4006,874095513748;
Castro del Río;Confirmados PDIA 14 días;87;
Castro del Río;Tasa PDIA 14 dias;786,9030390738061;
Castro del Río;Confirmados PDIA 7 días;33;
Castro del Río;Tasa PDIA 7 dias;298,48046309696093;
Castro del Río;Total Confirmados ;445;
Castro del Río;Tasa total confirmados;4024,9638205499273;
Castro del Río;Curados;251;
Castro del Río;Fallecidos;10;
Fernán Núñez;Población;13507;
Fernán Núñez;Confirmados PDIA;782;
Fernán Núñez;Tasa PDIA;5789,590582660842;
Fernán Núñez;Confirmados PDIA 14 días;144;
Fernán Núñez;Tasa PDIA 14 dias;1066,113866883838;
Fernán Núñez;Confirmados PDIA 7 días;32;
Fernán Núñez;Tasa PDIA 7 dias;236,9141926408529;
Fernán Núñez;Total Confirmados ;788;
Fernán Núñez;Tasa total confirmados;5834,011993781002;
Fernán Núñez;Curados;458;
Fernán Núñez;Fallecidos;7;
Iznájar;Población;4134;
Iznájar;Confirmados PDIA;165;
Iznájar;Tasa PDIA;3991,291727140784;
Iznájar;Confirmados PDIA 14 días;10;
Iznájar;Tasa PDIA 14 dias;241,89646831156267;
Iznájar;Confirmados PDIA 7 días;1;
Iznájar;Tasa PDIA 7 dias;24,189646831156264;
Iznájar;Total Confirmados ;167;
Iznájar;Tasa total confirmados;4039,6710208030963;
Iznájar;Curados;82;
Iznájar;Fallecidos;7;
La Rambla;Población;17989;
La Rambla;Confirmados PDIA;934;
La Rambla;Tasa PDIA;5192,06181555395;
La Rambla;Confirmados PDIA 14 días;117;
La Rambla;Tasa PDIA 14 dias;650,3974651175719;
La Rambla;Confirmados PDIA 7 días;41;
La Rambla;Tasa PDIA 7 dias;227,91706042581578;
La Rambla;Total Confirmados ;942;
La Rambla;Tasa total confirmados;5236,53343710045;
La Rambla;Curados;530;
La Rambla;Fallecidos;7;
Lucena;Población;48377;
Lucena;Confirmados PDIA;3311;
Lucena;Tasa PDIA;6844,161481695847;
Lucena;Confirmados PDIA 14 días;316;
Lucena;Tasa PDIA 14 dias;653,2029683527296;
Lucena;Confirmados PDIA 7 días;82;
Lucena;Tasa PDIA 7 dias;169,5020360915311;
Lucena;Total Confirmados ;3334;
Lucena;Tasa total confirmados;6891,7047357215215;
Lucena;Curados;2373;
Lucena;Fallecidos;37;
Montilla;Población;22739;
Montilla;Confirmados PDIA;1087;
Montilla;Tasa PDIA;4780,333347992436;
Montilla;Confirmados PDIA 14 días;197;
Montilla;Tasa PDIA 14 dias;866,3529618716742;
Montilla;Confirmados PDIA 7 días;79;
Montilla;Tasa PDIA 7 dias;347,42073090285413;
Montilla;Total Confirmados ;1089;
Montilla;Tasa total confirmados;4789,12880953428;
Montilla;Curados;662;
Montilla;Fallecidos;20;
Priego de Córdoba;Población;27774;
Priego de Córdoba;Confirmados PDIA;1240;
Priego de Córdoba;Tasa PDIA;4464,607186577375;
Priego de Córdoba;Confirmados PDIA 14 días;124;
Priego de Córdoba;Tasa PDIA 14 dias;446,46071865773746;
Priego de Córdoba;Confirmados PDIA 7 días;44;
Priego de Córdoba;Tasa PDIA 7 dias;158,4215453301649;
Priego de Córdoba;Total Confirmados ;1256;
Priego de Córdoba;Tasa total confirmados;4522,215021242889;
Priego de Córdoba;Curados;912;
Priego de Córdoba;Fallecidos;36;
Puente Genil;Población;29943;
Puente Genil;Confirmados PDIA;1225;
Puente Genil;Tasa PDIA;4091,106435560899;
Puente Genil;Confirmados PDIA 14 días;103;
Puente Genil;Tasa PDIA 14 dias;343,9869084594062;
Puente Genil;Confirmados PDIA 7 días;38;
Puente Genil;Tasa PDIA 7 dias;126,90779147046054;
Puente Genil;Total Confirmados ;1252;
Puente Genil;Tasa total confirmados;4181,277761079384;
Puente Genil;Curados;917;
Puente Genil;Fallecidos;38;
Rute;Población;9898;
Rute;Confirmados PDIA;868;
Rute;Tasa PDIA;8769,44837340877;
Rute;Confirmados PDIA 14 días;57;
Rute;Tasa PDIA 14 dias;575,8739139220044;
Rute;Confirmados PDIA 7 días;12;
Rute;Tasa PDIA 7 dias;121,23661345726408;
Rute;Total Confirmados ;874;
Rute;Tasa total confirmados;8830,0666801374;
Rute;Curados;414;
Rute;Fallecidos;27;
Guadalquivir;Población;123667;
Guadalquivir;Confirmados PDIA;5093;
Guadalquivir;Tasa PDIA;4118,317740383449;
Guadalquivir;Confirmados PDIA 14 días;536;
Guadalquivir;Tasa PDIA 14 dias;433,4220123395894;
Guadalquivir;Confirmados PDIA 7 días;148;
Guadalquivir;Tasa PDIA 7 dias;119,67622728779708;
Guadalquivir;Total Confirmados ;5139;
Guadalquivir;Tasa total confirmados;4155,514405621548;
Guadalquivir;Curados;3418;
Guadalquivir;Fallecidos;100;
Bujalance;Población;20584;
Bujalance;Confirmados PDIA;953;
Bujalance;Tasa PDIA;4629,809560823941;
Bujalance;Confirmados PDIA 14 días;116;
Bujalance;Tasa PDIA 14 dias;563,5445005829771;
Bujalance;Confirmados PDIA 7 días;44;
Bujalance;Tasa PDIA 7 dias;213,7582588418189;
Bujalance;Total Confirmados ;962;
Bujalance;Tasa total confirmados;4673,532841041585;
Bujalance;Curados;595;
Bujalance;Fallecidos;17;
Fuente Palmera;Población;10914;
Fuente Palmera;Confirmados PDIA;213;
Fuente Palmera;Tasa PDIA;1951,6217702034087;
Fuente Palmera;Confirmados PDIA 14 días;16;
Fuente Palmera;Tasa PDIA 14 dias;146,60069635330768;
Fuente Palmera;Confirmados PDIA 7 días;9;
Fuente Palmera;Tasa PDIA 7 dias;82,46289169873558;
Fuente Palmera;Total Confirmados ;215;
Fuente Palmera;Tasa total confirmados;1969,946857247572;
Fuente Palmera;Curados;161;
Fuente Palmera;Fallecidos;2;
La Carlota;Población;17172;
La Carlota;Confirmados PDIA;544;
La Carlota;Tasa PDIA;3167,947822035872;
La Carlota;Confirmados PDIA 14 días;116;
La Carlota;Tasa PDIA 14 dias;675,5182855811786;
La Carlota;Confirmados PDIA 7 días;30;
La Carlota;Tasa PDIA 7 dias;174,70300489168415;
La Carlota;Total Confirmados ;552;
La Carlota;Tasa total confirmados;3214,5352900069884;
La Carlota;Curados;265;
La Carlota;Fallecidos;8;
La Sierra;Población;5829;
La Sierra;Confirmados PDIA;160;
La Sierra;Tasa PDIA;2744,896208612112;
La Sierra;Confirmados PDIA 14 días;13;
La Sierra;Tasa PDIA 14 dias;223,0228169497341;
La Sierra;Confirmados PDIA 7 días;2;
La Sierra;Tasa PDIA 7 dias;34,311202607651396;
La Sierra;Total Confirmados ;161;
La Sierra;Tasa total confirmados;2762,0518099159376;
La Sierra;Curados;93;
La Sierra;Fallecidos;7;
Montoro;Población;23312;
Montoro;Confirmados PDIA;1174;
Montoro;Tasa PDIA;5036,0329444063145;
Montoro;Confirmados PDIA 14 días;68;
Montoro;Tasa PDIA 14 dias;291,69526424159227;
Montoro;Confirmados PDIA 7 días;15;
Montoro;Tasa PDIA 7 dias;64,34454358270419;
Montoro;Total Confirmados ;1184;
Montoro;Tasa total confirmados;5078,929306794784;
Montoro;Curados;980;
Montoro;Fallecidos;31;
Palma del Río;Población;24567;
Palma del Río;Confirmados PDIA;1236;
Palma del Río;Tasa PDIA;5031,139333251923;
Palma del Río;Confirmados PDIA 14 días;123;
Palma del Río;Tasa PDIA 14 dias;500,6716326779827;
Palma del Río;Confirmados PDIA 7 días;29;
Palma del Río;Tasa PDIA 7 dias;118,04453128180079;
Palma del Río;Total Confirmados ;1240;
Palma del Río;Tasa total confirmados;5047,421337566654;
Palma del Río;Curados;797;
Palma del Río;Fallecidos;23;
Posadas;Población;21289;
Posadas;Confirmados PDIA;813;
Posadas;Tasa PDIA;3818,873596693128;
Posadas;Confirmados PDIA 14 días;84;
Posadas;Tasa PDIA 14 dias;394,56996570999104;
Posadas;Confirmados PDIA 7 días;19;
Posadas;Tasa PDIA 7 dias;89,24796843440275;
Posadas;Total Confirmados ;825;
Posadas;Tasa total confirmados;3875,240734651698;
Posadas;Curados;527;
Posadas;Fallecidos;12;
Córdoba Norte;Población;74944;
Córdoba Norte;Confirmados PDIA;4405;
Córdoba Norte;Tasa PDIA;5877,722032450896;
Córdoba Norte;Confirmados PDIA 14 días;438;
Córdoba Norte;Tasa PDIA 14 dias;584,4363791631084;
Córdoba Norte;Confirmados PDIA 7 días;144;
Córdoba Norte;Tasa PDIA 7 dias;192,14346712211784;
Córdoba Norte;Total Confirmados ;4422;
Córdoba Norte;Tasa total confirmados;5900,405636208369;
Córdoba Norte;Curados;2268;
Córdoba Norte;Fallecidos;91;
Hinojosa del Duque;Población;9942;
Hinojosa del Duque;Confirmados PDIA;694;
Hinojosa del Duque;Tasa PDIA;6980,486823576745;
Hinojosa del Duque;Confirmados PDIA 14 días;64;
Hinojosa del Duque;Tasa PDIA 14 dias;643,7336552001609;
Hinojosa del Duque;Confirmados PDIA 7 días;21;
Hinojosa del Duque;Tasa PDIA 7 dias;211,22510561255282;
Hinojosa del Duque;Total Confirmados ;697;
Hinojosa del Duque;Tasa total confirmados;7010,661838664253;
Hinojosa del Duque;Curados;401;
Hinojosa del Duque;Fallecidos;22;
Peñarroya-Pueblo Nuevo;Población;22854;
Peñarroya-Pueblo Nuevo;Confirmados PDIA;1401;
Peñarroya-Pueblo Nuevo;Tasa PDIA;6130,217904961932;
Peñarroya-Pueblo Nuevo;Confirmados PDIA 14 días;142;
Peñarroya-Pueblo Nuevo;Tasa PDIA 14 dias;621,335433622123;
Peñarroya-Pueblo Nuevo;Confirmados PDIA 7 días;41;
Peñarroya-Pueblo Nuevo;Tasa PDIA 7 dias;179,39966745427495;
Peñarroya-Pueblo Nuevo;Total Confirmados ;1403;
Peñarroya-Pueblo Nuevo;Tasa total confirmados;6138,969108252384;
Peñarroya-Pueblo Nuevo;Curados;600;
Peñarroya-Pueblo Nuevo;Fallecidos;25;
Pozoblanco;Población;31640;
Pozoblanco;Confirmados PDIA;1802;
Pozoblanco;Tasa PDIA;5695,322376738306;
Pozoblanco;Confirmados PDIA 14 días;198;
Pozoblanco;Tasa PDIA 14 dias;625,7901390644753;
Pozoblanco;Confirmados PDIA 7 días;74;
Pozoblanco;Tasa PDIA 7 dias;233,88116308470293;
Pozoblanco;Total Confirmados ;1811;
Pozoblanco;Tasa total confirmados;5723,7673830594185;
Pozoblanco;Curados;897;
Pozoblanco;Fallecidos;34;
Villanueva de Córdoba;Población;10508;
Villanueva de Córdoba;Confirmados PDIA;508;
Villanueva de Córdoba;Tasa PDIA;4834,411876665397;
Villanueva de Córdoba;Confirmados PDIA 14 días;34;
Villanueva de Córdoba;Tasa PDIA 14 dias;323,56299961933763;
Villanueva de Córdoba;Confirmados PDIA 7 días;8;
Villanueva de Córdoba;Tasa PDIA 7 dias;76,13247049866769;
Villanueva de Córdoba;Total Confirmados ;511;
Villanueva de Córdoba;Tasa total confirmados;4862,961553102398;
Villanueva de Córdoba;Curados;370;
Villanueva de Córdoba;Fallecidos;10;
Municipios de Córdoba sin especificar;Población;;
Municipios de Córdoba sin especificar;Confirmados PDIA;52;
Municipios de Córdoba sin especificar;Tasa PDIA;-;
Municipios de Córdoba sin especificar;Confirmados PDIA 14 días;7;
Municipios de Córdoba sin especificar;Tasa PDIA 14 dias;-;
Municipios de Córdoba sin especificar;Confirmados PDIA 7 días;4;
Municipios de Córdoba sin especificar;Tasa PDIA 7 dias;-;
Municipios de Córdoba sin especificar;Total Confirmados ;52;
Municipios de Córdoba sin especificar;Tasa total confirmados;-;
Municipios de Córdoba sin especificar;Curados;40;
Municipios de Córdoba sin especificar;Fallecidos;0;
Granada;Población;919168;
Granada;Confirmados PDIA;65050;
Granada;Tasa PDIA;7077,052290767302;
Granada;Confirmados PDIA 14 días;6185;
Granada;Tasa PDIA 14 dias;672,8911363319872;
Granada;Confirmados PDIA 7 días;2035;
Granada;Tasa PDIA 7 dias;221,3958710486005;
Granada;Total Confirmados ;65884;
Granada;Tasa total confirmados;7167,7865199832895;
Granada;Curados;47051;
Granada;Fallecidos;1298;
Granada Sur;Población;148993;
Granada Sur;Confirmados PDIA;5149;
Granada Sur;Tasa PDIA;3455,8670541569068;
Granada Sur;Confirmados PDIA 14 días;665;
Granada Sur;Tasa PDIA 14 dias;446,3296933412979;
Granada Sur;Confirmados PDIA 7 días;228;
Granada Sur;Tasa PDIA 7 dias;153,02732343130214;
Granada Sur;Total Confirmados ;5177;
Granada Sur;Tasa total confirmados;3474,6598833502244;
Granada Sur;Curados;3207;
Granada Sur;Fallecidos;65;
Albuñol;Población;8592;
Albuñol;Confirmados PDIA;326;
Albuñol;Tasa PDIA;3794,2271880819367;
Albuñol;Confirmados PDIA 14 días;41;
Albuñol;Tasa PDIA 14 dias;477,1880819366853;
Albuñol;Confirmados PDIA 7 días;10;
Albuñol;Tasa PDIA 7 dias;116,38733705772813;
Albuñol;Total Confirmados ;326;
Albuñol;Tasa total confirmados;3794,2271880819367;
Albuñol;Curados;170;
Albuñol;Fallecidos;0;
Almuñécar;Población;28198;
Almuñécar;Confirmados PDIA;823;
Almuñécar;Tasa PDIA;2918,6467125328036;
Almuñécar;Confirmados PDIA 14 días;96;
Almuñécar;Tasa PDIA 14 dias;340,4496772820767;
Almuñécar;Confirmados PDIA 7 días;37;
Almuñécar;Tasa PDIA 7 dias;131,2149797858004;
Almuñécar;Total Confirmados ;826;
Almuñécar;Tasa total confirmados;2929,2857649478688;
Almuñécar;Curados;510;
Almuñécar;Fallecidos;6;
Cádiar;Población;4336;
Cádiar;Confirmados PDIA;63;
Cádiar;Tasa PDIA;1452,9520295202951;
Cádiar;Confirmados PDIA 14 días;10;
Cádiar;Tasa PDIA 14 dias;230,62730627306274;
Cádiar;Confirmados PDIA 7 días;6;
Cádiar;Tasa PDIA 7 dias;138,37638376383762;
Cádiar;Total Confirmados ;65;
Cádiar;Tasa total confirmados;1499,0774907749078;
Cádiar;Curados;38;
Cádiar;Fallecidos;4;
Motril;Población;71541;
Motril;Confirmados PDIA;2617;
Motril;Tasa PDIA;3658,04224151186;
Motril;Confirmados PDIA 14 días;353;
Motril;Tasa PDIA 14 dias;493,42335164451157;
Motril;Confirmados PDIA 7 días;123;
Motril;Tasa PDIA 7 dias;171,92938315092047;
Motril;Total Confirmados ;2635;
Motril;Tasa total confirmados;3683,2026390461415;
Motril;Curados;1678;
Motril;Fallecidos;34;
Órgiva;Población;14731;
Órgiva;Confirmados PDIA;654;
Órgiva;Tasa PDIA;4439,617133935239;
Órgiva;Confirmados PDIA 14 días;37;
Órgiva;Tasa PDIA 14 dias;251,17099993211596;
Órgiva;Confirmados PDIA 7 días;19;
Órgiva;Tasa PDIA 7 dias;128,97970266784333;
Órgiva;Total Confirmados ;655;
Órgiva;Tasa total confirmados;4446,40553933881;
Órgiva;Curados;504;
Órgiva;Fallecidos;10;
Salobreña;Población;17329;
Salobreña;Confirmados PDIA;447;
Salobreña;Tasa PDIA;2579,4910266028046;
Salobreña;Confirmados PDIA 14 días;55;
Salobreña;Tasa PDIA 14 dias;317,38703906745917;
Salobreña;Confirmados PDIA 7 días;29;
Salobreña;Tasa PDIA 7 dias;167,34952969011482;
Salobreña;Total Confirmados ;450;
Salobreña;Tasa total confirmados;2596,803046915575;
Salobreña;Curados;263;
Salobreña;Fallecidos;4;
Ugíjar;Población;4266;
Ugíjar;Confirmados PDIA;219;
Ugíjar;Tasa PDIA;5133,614627285513;
Ugíjar;Confirmados PDIA 14 días;73;
Ugíjar;Tasa PDIA 14 dias;1711,204875761838;
Ugíjar;Confirmados PDIA 7 días;4;
Ugíjar;Tasa PDIA 7 dias;93,76465072667605;
Ugíjar;Total Confirmados ;220;
Ugíjar;Tasa total confirmados;5157,055789967183;
Ugíjar;Curados;44;
Ugíjar;Fallecidos;7;
Granada Nordeste;Población;97710;
Granada Nordeste;Confirmados PDIA;6263;
Granada Nordeste;Tasa PDIA;6409,784054856207;
Granada Nordeste;Confirmados PDIA 14 días;938;
Granada Nordeste;Tasa PDIA 14 dias;959,9836250127929;
Granada Nordeste;Confirmados PDIA 7 días;335;
Granada Nordeste;Tasa PDIA 7 dias;342,851294647426;
Granada Nordeste;Total Confirmados ;6384;
Granada Nordeste;Tasa total confirmados;6533,619895609456;
Granada Nordeste;Curados;4196;
Granada Nordeste;Fallecidos;108;
Baza;Población;33769;
Baza;Confirmados PDIA;1995;
Baza;Tasa PDIA;5907,78524682401;
Baza;Confirmados PDIA 14 días;282;
Baza;Tasa PDIA 14 dias;835,0854333856496;
Baza;Confirmados PDIA 7 días;87;
Baza;Tasa PDIA 7 dias;257,6327400870621;
Baza;Total Confirmados ;2045;
Baza;Tasa total confirmados;6055,850039977494;
Baza;Curados;1283;
Baza;Fallecidos;20;
Benamaurel;Población;7445;
Benamaurel;Confirmados PDIA;327;
Benamaurel;Tasa PDIA;4392,209536601746;
Benamaurel;Confirmados PDIA 14 días;77;
Benamaurel;Tasa PDIA 14 dias;1034,2511752854266;
Benamaurel;Confirmados PDIA 7 días;26;
Benamaurel;Tasa PDIA 7 dias;349,2276695768972;
Benamaurel;Total Confirmados ;332;
Benamaurel;Tasa total confirmados;4459,368703828072;
Benamaurel;Curados;196;
Benamaurel;Fallecidos;2;
Guadix;Población;22719;
Guadix;Confirmados PDIA;1591;
Guadix;Tasa PDIA;7002,94907346274;
Guadix;Confirmados PDIA 14 días;220;
Guadix;Tasa PDIA 14 dias;968,3524803028303;
Guadix;Confirmados PDIA 7 días;87;
Guadix;Tasa PDIA 7 dias;382,93938993793745;
Guadix;Total Confirmados ;1641;
Guadix;Tasa total confirmados;7223,029182622475;
Guadix;Curados;1128;
Guadix;Fallecidos;25;
Huéscar;Población;11689;
Huéscar;Confirmados PDIA;871;
Huéscar;Tasa PDIA;7451,450081272992;
Huéscar;Confirmados PDIA 14 días;189;
Huéscar;Tasa PDIA 14 dias;1616,9047822739326;
Huéscar;Confirmados PDIA 7 días;81;
Huéscar;Tasa PDIA 7 dias;692,959192403114;
Huéscar;Total Confirmados ;881;
Huéscar;Tasa total confirmados;7537,000598853623;
Huéscar;Curados;586;
Huéscar;Fallecidos;21;
Marquesado;Población;5496;
Marquesado;Confirmados PDIA;293;
Marquesado;Tasa PDIA;5331,149927219796;
Marquesado;Confirmados PDIA 14 días;35;
Marquesado;Tasa PDIA 14 dias;636,8267831149927;
Marquesado;Confirmados PDIA 7 días;12;
Marquesado;Tasa PDIA 7 dias;218,34061135371178;
Marquesado;Total Confirmados ;294;
Marquesado;Tasa total confirmados;5349,344978165939;
Marquesado;Curados;218;
Marquesado;Fallecidos;6;
Pedro Martínez;Población;4135;
Pedro Martínez;Confirmados PDIA;428;
Pedro Martínez;Tasa PDIA;10350,665054413543;
Pedro Martínez;Confirmados PDIA 14 días;44;
Pedro Martínez;Tasa PDIA 14 dias;1064,087061668682;
Pedro Martínez;Confirmados PDIA 7 días;15;
Pedro Martínez;Tasa PDIA 7 dias;362,75695284159616;
Pedro Martínez;Total Confirmados ;429;
Pedro Martínez;Tasa total confirmados;10374,84885126965;
Pedro Martínez;Curados;272;
Pedro Martínez;Fallecidos;9;
Purullena;Población;12457;
Purullena;Confirmados PDIA;758;
Purullena;Tasa PDIA;6084,932166653288;
Purullena;Confirmados PDIA 14 días;91;
Purullena;Tasa PDIA 14 dias;730,5129645982179;
Purullena;Confirmados PDIA 7 días;27;
Purullena;Tasa PDIA 7 dias;216,7456048807899;
Purullena;Total Confirmados ;762;
Purullena;Tasa total confirmados;6117,042626635626;
Purullena;Curados;513;
Purullena;Fallecidos;25;
Granada (distrito);Población;240363;
Granada (distrito);Confirmados PDIA;20379;
Granada (distrito);Tasa PDIA;8478,426380100098;
Granada (distrito);Confirmados PDIA 14 días;1673;
Granada (distrito);Tasa PDIA 14 dias;696,0305870703894;
Granada (distrito);Confirmados PDIA 7 días;595;
Granada (distrito);Tasa PDIA 7 dias;247,54225899992926;
Granada (distrito);Total Confirmados ;20752;
Granada (distrito);Tasa total confirmados;8633,608334061399;
Granada (distrito);Curados;15490;
Granada (distrito);Fallecidos;442;
Granada (zbs);Población;240363;
Granada (zbs);Confirmados PDIA;20379;
Granada (zbs);Tasa PDIA;8478,426380100098;
Granada (zbs);Confirmados PDIA 14 días;1673;
Granada (zbs);Tasa PDIA 14 dias;696,0305870703894;
Granada (zbs);Confirmados PDIA 7 días;595;
Granada (zbs);Tasa PDIA 7 dias;247,54225899992926;
Granada (zbs);Total Confirmados ;20752;
Granada (zbs);Tasa total confirmados;8633,608334061399;
Granada (zbs);Curados;15490;
Granada (zbs);Fallecidos;442;
Metropolitano de Granada;Población;432102;
Metropolitano de Granada;Confirmados PDIA;32569;
Metropolitano de Granada;Tasa PDIA;7537,340720478035;
Metropolitano de Granada;Confirmados PDIA 14 días;2888;
Metropolitano de Granada;Tasa PDIA 14 dias;668,3607111283909;
Metropolitano de Granada;Confirmados PDIA 7 días;874;
Metropolitano de Granada;Tasa PDIA 7 dias;202,26705731517094;
Metropolitano de Granada;Total Confirmados ;32878;
Metropolitano de Granada;Tasa total confirmados;7608,851613739348;
Metropolitano de Granada;Curados;23598;
Metropolitano de Granada;Fallecidos;665;
Albolote;Población;23502;
Albolote;Confirmados PDIA;1825;
Albolote;Tasa PDIA;7765,296570504637;
Albolote;Confirmados PDIA 14 días;180;
Albolote;Tasa PDIA 14 dias;765,8922644881287;
Albolote;Confirmados PDIA 7 días;64;
Albolote;Tasa PDIA 7 dias;272,31724959577906;
Albolote;Total Confirmados ;1849;
Albolote;Tasa total confirmados;7867,415539103055;
Albolote;Curados;1356;
Albolote;Fallecidos;24;
Alfacar;Población;12164;
Alfacar;Confirmados PDIA;1002;
Alfacar;Tasa PDIA;8237,421900690562;
Alfacar;Confirmados PDIA 14 días;116;
Alfacar;Tasa PDIA 14 dias;953,6336731338374;
Alfacar;Confirmados PDIA 7 días;32;
Alfacar;Tasa PDIA 7 dias;263,07135810588625;
Alfacar;Total Confirmados ;1009;
Alfacar;Tasa total confirmados;8294,968760276224;
Alfacar;Curados;615;
Alfacar;Fallecidos;18;
Alhama de Granada;Población;11970;
Alhama de Granada;Confirmados PDIA;415;
Alhama de Granada;Tasa PDIA;3467,000835421888;
Alhama de Granada;Confirmados PDIA 14 días;18;
Alhama de Granada;Tasa PDIA 14 dias;150,37593984962407;
Alhama de Granada;Confirmados PDIA 7 días;6;
Alhama de Granada;Tasa PDIA 7 dias;50,12531328320802;
